company_name,company_link,company_number,company_email,price
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,190.0
minton treharne & davies laboratories limited,shop.minton.group,+44 29 2054 0000,c19support@minton.group,190.0
nottinghamshire,emlcc.as.me,+44 7425 629538,covidtesting@eastmidlandslaserclinic.co.uk,190.0
skc occupational health oxford,suchantry.com,+44 1235 606080,su@skcoccupationalhealth.org,190.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,194.0
acorn occupational health ltd,www.acornoh.co.uk,+44 1260 27797,aburrows@acornoh.co.uk,195.0
easy testing ltd,www.easytests.co.uk,+44 7519 426288,easytestingltd@gmail.com,195.0
one scientific ltd,onescientific.co.uk,+44 117 938 2410,covidenquiries@onescientific.co.uk,196.0
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,198.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
edgbaston private medical practice,www.epmpractice.co.uk,+44 121 454 9535,info@epmpractice.co.uk,199.0
the melton clinic,www.themeltonclinic.co.uk,+44 1664 650550,info@themeltonclinic.co.uk,199.0
dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,clinic@dajanipharmacy.com,200.0
dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,clinic@dajanipharmacy.com,200.0
dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,clinic@dajanipharmacy.com,200.0
dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,clinic@dajanipharmacy.com,200.0
dgc health ltd,wwwdgchealth.com,+44 7990 466916,admin@dgchealth.com,200.0
zen healthcare (purecare ltd),www.zenhealthcare.co.uk,+44 20 7225 1660,testing@zenhealthcare.co.uk,200.0
vivo clinic,vivoclinic.com,+44 333 305 8486,pcrtest@vivoteam.co.uk,205.7
pureflo health ltd,pureflohealth.co.uk,+44 20 3475 3426,contact@pureflohealth.co.uk,210.0
doctap ltd,doctap.co.uk,+44 20 7183 3254,covid19@doctap.co.uk,228.0
chelsea pharmacy medical clinic,cpmedicalclinic.com,+44 20 7589 8776,contact@cpmedicalclinic.com,240.0
midland covid testing,midlandcovidtesting.co.uk,+44 333 366 0837,info@midlandcovidtesting.co.uk,249.0
calder pharmacy & medspa clinic of notting hill,www.medspa.co.uk,+44 20 7034 0156,info@medspa.co.uk,250.0
london screening centre,londonscreeningcentre.com,+44 20 7935 3626,asadrudin@yahoo.co.uk,250.0
hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,info@haleclinic.com,260.0
the hove practice,thehovepractice.co.uk,+44 1273 733830,reception@thehovepractice.co.uk,275.0
mayfair pharmacy,londonpcr.com,+44 20 7629 7999,mayfairhealthltd@gmail.com,280.0
samedaydoctor canary wharf,samedaydoctor.org,+44 20 7531 7120,canarywharf@samedaydoctor.co.uk,290.0
visithealth limited,visithealth.london,+44 20 3795 5811,hello@visithealth.co.uk,290.0
expert medicals,www.expert-medicals.co.uk,+44 1274 905667,covid@expert-medicals.co.uk,85.0
atruchecks,covid19tests.atruchecks.com,+44 20 3500 2019,help@atruchecks.com,92.0
mdna life sciences (uk) ltd,www.nph-group.co.uk,+44 7768 333371,h.smart@mdnalifesciences.com,95.0
sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk,95.0
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,98.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,99.0
anglia dna services,covidfit2fly.com,+44 1603 320777,ttp@angliadna.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk,100.0
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,116.0
xana medtec,www.xanamedtec.com,+44 161 974 6518,info@xanamedtec.com,116.0
medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk,119.0
accendolab limited,www.accendolab.co.uk,+44 330 133 3612,traveltests@accendolab.co.uk,120.0
la perla clinic,laperlaclinic.co.uk,+44 1628 488499,laperlareception@gmail.com,120.0
hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,info@haleclinic.com,130.0
t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com,140.0
advisa medica,www.covidtestingclinic.co.uk,+44 20 8953 9989,doctor@doctorjlevy.com,148.0
healthyaa clinic,healthyaa.co.uk,+44 116 467 0722,book@healthyaa.co.uk,148.0
bupa occupational health ltd,www.bupa.co.uk,+44 161 497 0661,mycovidtest@bupa.com,149.0
247 travel tests,www.247traveltests.com,+44 333 210 2247,info@247traveltests.com,150.0
i-gen testing limited,www.igentesting.co.uk,+44 333 577 1106,info@igentesting.co.uk,154.0
.0001 ace-thetix,www.testingservices.online,+44 20 7193 6318,covid@testingservices.online,155.0
101 covid travel clinic,www.covidtravelclinics.com,+44 333 090 9494,info@covidtravelclinics.com,155.0
halo verify,www.haloverify.com,+44 330 390 4586,info@haloverify.com,159.0
andres pharmacy,pharmaelite.co.uk,+44 20 8904 9059,andrespharm261@hotmail.com,170.0
agg coventry ltd ta vantage chemist,www.vantagechemistcoventry.com,+44 24 7622 2985,vantagechemist@btconnect.com,175.0
js biomedical ltd,www.jsbiomedical.com,+44 20 3927 2772,admin@jsbiomedical.com,175.0
mediscan diagnostic services,www.mediscanservices.co.uk,+44 161 820 1123,lab@mediscanservices.co.uk,175.0
pharmesthetics ltd,www.samedayclinic.co.uk,+44 20 8050 4353,info@pharmesthetics.com,175.0
"covid fit to fly tes t/a nash travel, tourism and transport services ltd.",www.covidfittoflytest.co.uk,+44 7795 388789,info@covidfittoflytest.co.uk,184.99
masta,www.masta-travel-health.com,+44 330 100 4200,enquiries@masta.org,185.0
global health travel clinic - longcross surrey,www.globalhealthtravelclinic.co.uk,+44 1932 943002,info@globalhealthtravelclinic.co.uk,200.0
hawkes health,www.hawkeshealth.com ,+44 800 193 6222,covidtest@hawkeshealth.com,210.0
mdx healthcare ltd t/a medix,mdxhealthcare.com,+44 1438 940654,covid@mdxhealthcare.com,210.0
solice health ltd,www.solice.health,+44 20 7459 4535,contact@solice.health,210.0
solihull health check clinic,www.solihullhealthcheckclinic.co.uk,+44 121 745 7400,connect@shcc.co.uk,210.0
medi-park clinic,www.mediparkclinic.uk,+44 20 8341 3185,info@mediparkclinic.uk,220.0
med24 limited,www.med24.clinic,+44 20 3987 4200,covid-19@med24.clinic,225.0
south west london covid 19 testing centre,www.swltest.com,+44 7930 192187,info@swltest.com,230.0
dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk,240.0
sevenoaks gp t/a the private gp clinic,www.theprivategpclinic.co.uk,+44 1732 835212,info@theprivategpclinic.co.uk,240.0
dr. shilpa dave private gp teddington,www.privategp.org,+44 20 3303 0326,covidtest@privategp.org,250.0
private harley street clinic,privateharleystreetclinic.com,+44 4439165990,info@privateharleystreetclinic.com,250.0
occupational health bristol,www.occupationalhealthbristol.co.uk,+44 117 332 5097,hello@occupationalhealthbristol.co.uk,300.0
coker chest clinic,www.chestclinic.co.uk,+44 20 7118 5600,info@chestclinic.co.uk,310.0
chelsea medical,www.chelsealondondoctor.com,+44 20 7589 2353,cm@chelsealondondoctor.com,350.0
rt diagnostics,www.rtdiagnostics.co.uk,+44 1422 416242,info@rtdiagnostics.co.uk,84.0
1010labs,www.1010labs.co.uk,+44 113 466 0065,covenquiries@1010labs.co.uk,94.0
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,95.0
travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,95.0
travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,95.0
travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,95.0
travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,95.0
rainbow labs,www.rainbowlabs.co.uk,+44 7436 055025,support@rainbowlabs.co.uk,120.0
consultant clinic,consultantclinic.org,+44 161 399 0402,info@consultantclinic.org,155.0
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,160.0
quick meds using labmedexpert,www.quickmeds.co.uk,+44 121 628 5318,results@apothecare.co.uk,195.0
xana medtec,www.xanamedtec.com,+44 161 974 6518,info@xanamedtec.com,195.0
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,49.0
expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,49.99
alphabiolabs,www.alphabiolabs.co.uk,+44 0441925255450,covid@alphabiolabs.com,55.0
outcome diagnostics t/a 123 tests,123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk,55.0
1010labs,www.1010labs.co.uk,+44 113 466 0065,covenquiries@1010labs.co.uk,59.0
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,59.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,admin@expertdoctors.uk,59.99
expert medicals,www.expert-medicals.co.uk,+44 1274 905667,covid@expert-medicals.co.uk,60.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,70.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,75.0
sterling testing,,+44 333 335 5373,bookings@sterlingtesting.co.uk,75.0
0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,80.0
accendolab limited,www.accendolab.co.uk,+44 330 133 3612,traveltests@accendolab.co.uk,80.0
andres pharmacy,pharmaelite.co.uk,+44 20 8904 9059,andrespharm261@hotmail.com,85.0
ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk,85.0
daya pharmacy,pharmaelite.co.uk,+44 20 8573 3084,dayapharm750@hotmail.com,85.0
mobihealth international,mobihealthconsultcovid19.mobihealthinternational.com,+44 333 224 6080,covid19@mobihealthinternational.com,85.0
sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk,85.0
247 travel tests,www.247traveltests.com,+44 333 210 2247,info@247traveltests.com,86.0
randox laboratories ltd,www.randoxhealth.com,+44 28 9442 2413,covidsales@randox.com,86.0
brunswick hygiene ltd,brunswickhygiene.com,+44 1273 121528,info@brunswickhygiene.com,89.0
anglia dna services,covidfit2fly.com,+44 1603 320777,ttp@angliadna.co.uk,90.0
covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,info@covidtravelclinics.com,90.0
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,90.0
doctor driver assessment ltd,www.doctordriverassessment.com,+44 800 001 6784,sales@doctordriverassessment.com,94.5
a1 track&travel,www.a1trackandtravel.co.uk,+44 16973 61948,info@a1trackandtravel.co.uk,95.0
hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,info@haleclinic.com,95.0
101 testing,101testing.co.uk,+44 20 3488 8434,info@101testing.co.uk,98.0
i-gen testing limited,www.igentesting.co.uk,+44 333 577 1106,info@igentesting.co.uk,98.0
labmedexpert,labmedexpert.com,+44 7460 818350,day2andday8@labmedexpert.co.uk,98.0
future health technologies limited,futurehealthbiobank.com,+44 115 907 8610,covidsales@fhbb.com,99.0
nomad travel,www.nomadtravel.co.uk,+44 1341 555061,orders@nomadtravel.co.uk,99.0
protein technologies ltd / rapiditydx,rapiditydx.com,+44 161 226 2366,covidtesting@protein-technologies.com,99.0
001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,100.0
katalyst laboratories,katalystlaboratories.com,+44 20 3755 2182,testing@wearekatalyst.com,100.0
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,100.0
1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co,105.0
coronafocus by oncologica uk ltd (t/a oncologica uk ltd),covid19.oncologica.com,+44 1223 785327,test@covidprotected.co.uk,105.0
screen4,screen4.org,+44 1226 730052,covid19@screen4.org,105.0
abicare health solutions ltd (riva health),abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,109.0
alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com,110.0
locaton medical services ltd,locationmedical.com,+44 330 321 7357,covidtesting@locationmedical.com,110.0
harley street nurses ltd,www.harleystreetnurses.com,+44 20 7637 5511,covidtest@harleystreetnurses.com,111.0
confirm testing,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com,114.0
labmedexpert limited,labmedexpert.com,+44 7460 818350,day2andday8@labmedexpert.co.uk,115.0
ais covid testing ltd,aiscovid.com,+44 7942 322777,info@aiscovid.com,118.0
better2know,www.better2know.co.uk,+44 20 7099 0955,info@better2know.com,119.0
treated.com,www.treated.com,+44 20 7043 0716,customercare@treated.com,119.0
private harley street clinic,privateharleystreetclinic.com,+44 20 3916 5990,info@privateharleystreetclinic.com,120.0
the bridge clinic,please.use.email,+44 1753 664139,covid.check@outlook.com,120.0
bristol travel clinic,www.bristoltravelclinic.co.uk,+44 800 772 3575,info@bristoltravelclinic.co.uk,125.0
247hometesting,247hometesting.com,+44 20 3976 8353,info@247hometesting.com,129.0
cignpost diagnostics,www.expresstest.co.uk,+44 20 3384 0000,info@expresstest.co.uk,129.0
expresstest by cignpost diagnostics,www.expresstest.co.uk,+44 20 3384 0000,info@expresstest.co.uk,129.0
nl clinic,www.nlclinic.co.uk,+44 208880957,info@nlclinic.co.uk,129.0
1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com,130.0
nivha laboratory services ltd.,,+44 330 223 6419,covid19@nivha.net,130.0
site lt,sitelt.co.uk,+44 7398 230712,covid@sitelt.co.uk,130.0
sorcha biotech,www.sorchabiotech.com,+44 141 237 4110,judy@sorchabiotech.co,130.0
consultant clinic,consultantclinic.org,+44 161 399 0402,info@consultantclinic.org,135.0
dna workplace,www.dnaworkplace.com,+44 20 3943 5777,travel@dnaworkplace.com,135.0
me360 healthcare limited t/a me360 testing services,www.me360testingservice.com,+44 7983 443737,me360testingservice@gmail.com,135.0
apollo testing,www.apollotesting.com,+44 121 828 4023,support@apollotesting.com,138.0
medical diagnosis,www.medical-diagnosis.net,+44 20 8830 0503,info@medical-diagnosis.co.uk,138.0
oscartech uk,www.oscartech-uk.com,+44 20 3633 8413,testing@oscartech-uk.com,139.0
0001ace-thetix,testingservices.online,+44 20 7193 6318,covid@testingservices.online,140.0
nivha laboratory services ltd,nivhacovid.net,+44 330 223 6419,covid@nivha.net,140.0
c19 testing,www.c19testing.co.uk,+44 20 3920 9012,support@c19testing.co.uk,145.0
recovery4life,www.recovery4life.co.uk,+44 333 344 5790,bookings@recovery4life.co.uk,145.0
a1 global testing limited,a1globaltesting.com,+44 20 7337 2427,admin@a1globaltesting.com,148.99
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,149.0
covid testing laboratories,www.ctls.co.uk,+44 333 335 0227,orders@covidtestinglaboratories.com,149.0
fitnessgenes,coronavirus.fitnessgenes.com,+44 1869 255770,support@fitnessgenes.com,149.0
me360 healthcare limited t/a me360 testing services,www.me360testingservice.com,+44 7983 443737,me360testingservice@gmail.com,149.0
the regenerative clinic,www.theregenerativeclinic.co.uk,+44 20 3637 5566,diagnostics@theregenerativeclinic.co.uk,149.0
travel test centre ltd,www.traveltestcentre.com,+44 20 3488 8976,info@traveltestcentre.com,149.0
fit to fly uk,fittoflyuk.com,+44 1708 981993,customercare@fittoflyuk.com,150.0
qured,webform.qured.com,+44 20 3966 6924,support@qured.com,150.0
uk event medics ltd,www.ukeventmedics.net,+44 1270 895177,info@ukeventmedics.net,150.0
project screen by prenetics,www.projectscreen.co.uk,+44 300 303 2860,care@projectscreen.co.uk,154.0
now test,www.nowtest.com,+44 20 3488 7870,support@nowteest.com,156.0
af aesthetics (enoura medical),www.covidtesthub.co.uk,+44 20 7602 6745,info@covidtesthub.co.uk,159.0
arriving uk,,+44 330 024 9176,info@arrivinguk.com,159.0
"cheltenham, worcester & west midlands travel clinics",raylanetravelclinics.co.uk,+44 330133412,covidtest@raylane.co.uk,159.0
d&a screening ltd,www.dnascreening.uk,+44 116 442 2712,info@dnascreening.uk,159.0
enoura medical (af aesthetics),www.covidtesthub.co.uk,+44 20 7183 6465,info@covidtesthub.co.uk,159.0
family medics,www.srfoundation.co.uk,+44 7483 172128,customerservice@srfoundation.co.uk,159.0
family medics,srfoundation.co.uk,+44 7483 172128,customerservice@srfoundation.co.uk,159.0
family medics,www.srfoundation.co.uk,+44 7483 172128,family.medics@srfoundation.co.uk,159.0
forensic genomics innovation hub ltd,www.fgih.co.uk,+44 23 8011 8981,lab@fgih.co.uk,159.0
one scientific ltd.,onescientific.co.uk,+44 117 938 2410,covidenquiries@onescientific.co.uk,159.0
optipharm pharmacy,optipharmpharmacy.co.uk,+44 20 8908 1960,covid@optipharm.co.uk,159.0
blindspot global ltd,blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,160.0
fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com,160.0
travel centre clapham ltd,,+44 20 7720 8701,covidtests@travelcentreclapham.com,160.0
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,160.0
dgc health ltd,www.dgchealth.com,+44 7990 466916,admin@dgchealth.com,165.0
fit to fly uk,www.fittoflyuk.com,+44 1708 981993,customercare@fittoflyuk.com,165.0
the health suite,thehealthsuite.co.uk,+44 116 241 0010,info@thehealthsuite.co.uk,165.0
tuli health,portal.tuli.health,+44 20 8067 6074,info@tuli.health,165.0
vaccination uk ltd,travelvaccination.co.uk,+44 1462 459595,admin@vaccinationuk.co.uk,165.0
pexpo diagnostics,londontesting.co.uk,+44 20 3575 1209,day2day8@pexpo.co.uk,167.0
cq doctor,cqdoctor.co.uk,+44 333 404 9512,tests@cqdoctor.uk,169.0
good egg medical,goodeggmedical.co.uk,+44 20 8125 7003,swab@goodeggmedical.co.uk,170.0
helix services limited also t/a travel test assured,www.traveltestassured.com,+44 113 871 5185,info@traveltestassured.com,170.0
pharmasuite,pharmasuite.co.uk,+44 7935 809834,info@pharmasuite.co.uk,170.0
"www.covidfittoflytest.co.uk t/a nash travel, tourism and transport services ltd.",www.covidfittoflytest.co.uk,+44 7795 388789,info@covidfittoflytest.co.uk,174.99
1 health hub ltd,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,175.0
amin pharmacy,www.aminpharmacyhounslow.co.uk,+44 20 8570 9144,aminpharmacy@outlook.com,175.0
jdoc medical linited (t/a jdoc365),,+44 20 3656 5657,covid19@jdoc365.co.uk,175.0
world travel clinic,www.thepharmshop.com,+44 1753 867030,hello@worldtravelclinic.co.uk,175.0
xana medtec,www.xanamedtec.com,+44 161 974 6518,info@xanamedtec.com,178.0
1affordabletest.com,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com,179.0
somdoc ltd / home2lab,home2lab.co.uk,+44 20 7117 2458,hello@home2lab.co.uk,179.0
hawkes health,www.hawkeshealth.com,+44 800 193 6222,covidtest@hawkeshealth.com,180.0
london vaccination clinic,www.londonvaccinationclinic.co.uk,+44 7990 755804,enquiries@360health.co.uk,185.0
well pharmacy (bestway national chemists ltd),shop.well.co.uk,+44 1782 597313,hello@well.co.uk,185.0
yourhealthfirst clinic,covid19.yourhealthfirst.uk,+44 20 7225 3582,info@yourhealthfirst.uk,189.0
mdna life sciences (uk) ltd,www.nph-group.co.uk,+44 7768 333371,h.smart@mdnalifesciences.com,190.0
quick meds,www.quickmeds.co.uk,+44 121 628 5318,results@apothecare.co.uk,195.0
rb health and safety solutions ltd,www.rbhealthandsafety.co.uk,+44 1424 205990,charlotte.collyer@rbhealthandsafety.co.uk,195.0
travel centre clapham,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,195.0
4 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,198.0
alexandru livinschi (t/a bai long ltd),covid19getatest.co.uk,+44 7902 198555,office@covid19getatest.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
