company_name,company_number_0,company_number_1,company_number_2,company_number_3,company_number_4,company_email_0,company_email_1,company_email_2,company_link_0,company_link_1,company_link_2,company_link_3,price_0,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11
heald green pharmacy,+44 161 498 9743,,,,,info@hgpharmacy.co.uk,,,smtravelclinic.co.uk,,,,150.0,,,,,,,,,,,
healthclic,+44 20 3370 4034,,,,,covid@healthclic.co.uk,,,healthclic.co.uk,,,,345.0,270.0,,,,,,,,,,
healthium clinics,+44 1491 756015,,,,,info@healthiumclinics.com,,,healthiumclinics.com,,,,134.0,129.0,112.0,86.0,24.0,108.0,,,,,,
healthwork,+44 161 831 9701,,,,,testing@healthworkltd.com,,,healthworkltd.com,,,,220.0,,,,,,,,,,,
healthwork ltd,+44 161 831 9701,,,,,testing@healthworkltd.com,,,healthworkltd.com,,,,220.0,,,,,,,,,,,
healthyaa clinic,+44 116 467 0722,,,,,book@healthyaa.co.uk,,,healthyaa.co.uk,,,,159.0,148.0,,,,,,,,,,
heart lung centre,+44 20 7034 3301,,,,,enquiries@heartlungcentre.com,,,heartlungcentre.com,,,,250.0,,,,,,,,,,,
heathrow medical services,+44 20 8528 2633,,,,,covidtests@heathrowmedical.com,,,www.heathrowmedical.com,,,,175.0,160.0,,,,,,,,,,
heathrow medical services llp,+44 20 8528 2633,,,,,covidtests@heathrowmedical.com,,,www.heathrowmedical.com,,,,154.0,,,,,,,,,,,
helix services limited also t/a travel test assured,+44 113 871 5185,,,,,info@traveltestassured.com,,,www.traveltestassured.com,,,,170.0,160.0,,,,,,,,,,
herts,+44 776833371,,,,,h.smart@mdnalifesciences.com,,,www.nph-group.co.uk,,,,95.0,,,,,,,,,,,
hhh diagnostics,+44 161 806 0420,,,,,info@hhhdiagnostics.co.uk,,,hhhdiagnostics.co.uk,,,,59.0,41.99,38.99,12.49,139.99,22.0,20.0,129.99,,,,
home2lab,+44 20 7117 2458,,,,,info@home2lab.co.uk,,,home2lab.co.uk,,,,200.0,220.0,,,,,,,,,,
https://private-testing-providers.london.cloudapps.digital/refresh-cache?id=750482,+44 117 313 5203,,,,,hello@occupationalhealthbristol.co.uk,,,www.occupationalhealthbristol.co.uk,,,,225.0,,,,,,,,,,,
i-gen testing,+44 333 577 1106,,,,,info@igentesting.co.uk,,,www.igentesting.co.uk,,,,189.0,,,,,,,,,,,
i-gen testing limited,+44 333 577 1106,,,,,info@igentesting.co.uk,,,www.igentesting.co.uk,,,,205.0,154.0,98.0,29.0,20.0,,,,,,,
ihomecare,+44 20 3719 9784,,,,,info@ihomecare.co,,,www.ihomecare.co,,,,130.0,,,,,,,,,,,
ingleton pharmacy,+44 15242 41154,,,,,ingleton.pharmacy@nhs.net,,,www.ingletonpharmacy.com,,,,220.0,,,,,,,,,,,
insta care solutions limited,+44 7366 118247,,,,,info@instacaresoluions.co.uk,,,www.instacaresolutions.co.uk,,,,125.0,,,,,,,,,,,
iq  doctor,+44 7830 348783,,,,,help@iqdoctor.co.uk,,,www.iqdoctor.co.uk,,,,80.0,,,,,,,,,,,
iq doctor,+44 121 753 4928,,,,,help@iqdoctor.co.uk,,,www.iqdoctor.co.uk,,,,159.0,,,,,,,,,,,
iqdoctor,+44 121 753 4928,,,,,help@iqdoctor.co.uk,,,www.iqdoctor.co.uk,,,,120.0,89.0,84.0,,,,,,,,,
isac labs ltd,+44 20 7985 1203,,,,,info@isaclabs.co.uk,,,isaclabs.co.uk,,,,150.0,,,,,,,,,,,
jace medical,+44 7561 180683,,,,,testing@medchecks.ie,,,jacemedical.co.uk,,,,179.0,119.0,,,,,,,,,,
jdoc medical limited,+44 20 3656 5657,,,,,covid19@jdoc365.co.uk,,,,jdoc365.co.uk,,,75.0,144.0,,,,,,,,,,
jdoc medical limited ( t/a jdoc365),+44 20 3656 5657,,,,,covid19@jdoc365.co.uk,,,jdoc365.co.uk,,,,145.0,,,,,,,,,,,
jdoc medical limited (t/a jdoc365),+44 20 3656 5657,,,,,covid19@jdoc365.co.uk,,,www.jdoc365.co.uk,,,,175.0,,,,,,,,,,,
jdoc medical linited (t/a jdoc365),+44 20 3656 5657,,,,,covid19@jdoc365.co.uk,,,,,,,175.0,,,,,,,,,,,
john bell & croyden,+44 20 7935 5555,,,,,pharmacy@johnbellcroyden.co.uk,,,johnbellcroyden.co.uk,,,,185.0,,,,,,,,,,,
js biomedical ltd,+44 20 3927 2772,,,,,admin@jsbiomedical.com,,,www.jsbiomedical.com,,,,150.0,175.0,,,,,,,,,,
just health,+44 1282 936900,,,,,info@justhealth.co.uk,,,www.just-health.co.uk,,,,195.0,,,,,,,,,,,
katalyst laboratories,+44 20 3755 2182,+44 20 7880 1804,,,,testing@wearekatalyst.com,,,katalystlaboratories.com,katalysthealth.uk,,,100.0,,,,,,,,,,,
kings medical centre,+44 20 7723 7258,,,,,info@kingsmedicalcentre.london,,,kingsmedicalcentre.london,,,,225.0,154.0,,,,,,,,,,
klarity,+44 20 3239 9818,,,,,hello@getklarity.shop,,,klarity.health,,,,155.92,,,,,,,,,,,
klinical enterprises ltd t/a national covid testing,+44 116 304 6220,,,,,support@nationalcovidtesting.co.uk,,,nationalcovidtesting.co.uk,,,,99.0,,,,,,,,,,,
knightsbridge pharmacy,+44 20 3581 3383,,,,,hello@knightsbridge-pharmacy.com,,,www.knightsbridge-pharmacy.com,,,,300.0,,,,,,,,,,,
kurix health,+44 808 196 5787,,,,,hello@kurixhealth.co.uk,,,,www.kurixhealth.co.uk ,,,84.0,,,,,,,,,,,
kyl healthcare services limited t/as the honeybee private nurse clinic,+44 7500 771425,,,,,info@kylhealthcareservices.com,,,kylhealthcareservices.co.uk,,,,185.0,,,,,,,,,,,
la perla clinic,+44 1628 488499,,,,,laperlareception@gmail.com,,,laperlaclinic.co.uk,,,,120.0,,,,,,,,,,,
labmedexpert,+44 7460 818350,,,,,day2andday8@labmedexpert.co.uk,,,labmedexpert.com,,,,165.0,98.0,,,,,,,,,,
labmedexpert limited,+44 7460 818350,,+44 1902 936051,,,day2andday8@labmedexpert.co.uk,,,labmedexpert.com,patient.labmedexpert.co.uk,,,115.0,85.0,130.0,,,,,,,,,
laser and light,+44 1509 266882,,,,,info@thelaserandlightclinic.co.uk,,,www.thelaserandlightclinic.co.uk,,,,95.0,,,,,,,,,,,
leeds covid testing,+44 113 534 7252,,,,,contact@leedscovidtesting.com,,,www.leedscovidtesting.com,,,,198.0,,,,,,,,,,,
leeds covid testing ltd,+44 113 534 7252,,,,,contact@leedscovidtesting.com,,,www.leedscovidtesting.com,,,,198.0,,,,,,,,,,,
leigh broadway pharmacy (elm road),+44 1702 474414,,,,,leighpharmacy.elm@gmail.com,,,www.bansalspharmacy.co.uk,bansalspharmacy.co.uk,,,230.0,198.0,,,,,,,,,,
lifecrest ltd trading as (lifecrest medical laboratory),+44 1603 928868,,,,,admin@lifecrest.co.uk,,,lifecrest.co.uk,,,,105.0,,,,,,,,,,,
linbury doctors,+44 333 050 7338,,,,,covid@linburydoctors.co.uk,,,www.linburydoctors.co.uk,,,,210.0,,,,,,,,,,,
live covid testing,+44 330 223 5697,,,,,info@livecovidtesting.co.uk,,,livecovidtesting.co.uk,,,,155.0,141.0,135.0,116.0,100.0,59.0,57.0,47.0,125.0,55.0,119.0,45.0
local pcr,+44 121 827 2723,+44 121 392 7342,,,,info@localpcr.com,,,www.localpcr.com,,,,210.0,195.0,,,,,,,,,,
locaton medical services ltd,+44 330 321 7357,,,,,covidtesting@locationmedical.com,,,locationmedical.com,,,,110.0,330.0,,,,,,,,,,
london corona test centre,+44 1895 671717,,,,,tests@londoncoronatestcentre.com,,,www.londoncoronatestcentre.com,,,,175.0,165.0,125.0,105.0,,,,,,,,
london covid testing,+44 20 3488 8463,,,,,contact@londoncovidtesting.com,info@londoncovidtesting.com,,www.londoncovidtesting.com,,,,199.0,99.0,,,,,,,,,,
london elite health,+44 20 7486 0701,,,,,info@londonelitehealth.com,,,covid.londonelitehealth.com,,,,210.0,,,,,,,,,,,
london medical concierge,+44 20 7305 5590,,,,,experts@londonmedicalconcierge.com,,,londonmedicalconcierge.com,,,,358.0,,,,,,,,,,,
london medical laboratory,+44 20 7183 3718,,,,,info@londonmedicallaboratory.co.uk,,,www.privatecoronavirustests.com,,,,189.0,,,,,,,,,,,
london medical laboratory / private coronavirus tests,+44 20 7183 3718,,,,,info@londonmedicallaboratory.co.uk,,,www.privatecoronavirustests.com,,,,189.0,169.0,109.0,,,,,,,,,
london nutrition doctor,+44 7533 660637,,,,,pa@londonnutritiondoctor.com,,,access.londonnutritiondoctor.com,,,,230.0,,,,,,,,,,,
london screening centre,+44 20 7935 3626,,,,,asadrudin@yahoo.co.uk,,,londonscreeningcentre.com,,,,125.0,250.0,,,,,,,,,,
london screening street,+44 20 7935 3626,,,,,asadrudin@yahoo.co.uk,,,londonscreeningcentre.cm,,,,195.0,,,,,,,,,,,
london vaccination clinic,+44 7990 755804,,,,,enquiries@360health.co.uk,katy.peters@360health.co.uk,,www.londonvaccinationclinic.co.uk,shop.londonvaccinationclinic.co.uk,,,185.0,,,,,,,,,,,
longridge travel health clinic,+44 1772 439054,,,,,info@longridgetravelhealthclinic.com,,,www.longridgetravelhealthclinic.com,,,,210.0,180.0,,,,,,,,,,
lord's pharmacy,+44 20 7586 9668,,,,,info@lordspharmacy.net,,,www.lordspharmacy.net,,,,210.0,205.0,,,,,,,,,,
lyca health,+44 20 7132 1440,,,,,enquiries@lycahealth.com,,,lycahealth.com,,,,220.0,,,,,,,,,,,
mare st clinic,+44 20 3488 7351,,,,,info@marestclinic.co.uk,,,www.marestclinic.co.uk,,,,189.0,159.0,,,,,,,,,,
masta,+44 330 100 4200,,,,,enquiries@masta.org,,,www.masta-travel-health.com,,,,199.0,185.0,,,,,,,,,,
masters (uk) limited t/a nechells pharmacy and masters pharmacy,+44 121 314 3142,,,,,info@nechellspharmacy.co.uk,,,www.nechellspharmacy.co.uk,,,,155.0,,,,,,,,,,,
masters pharmacy,+44 121 270 6556,,,,,info@masterspharmacy.co.uk,,,pharmacyledclinic.co.uk,,,,155.0,,,,,,,,,,,
mayfair doctors,+44 20 7499 1581,,,,,covidtest@mayfairdoctors.com,,,www.mayfairdoctors.com,,,,230.0,250.0,,,,,,,,,,
mayfair pharmacy,+44 20 7629 7999,,,,,mayfairhealthltd@gmail.com,,,londonpcr.com,,,,280.0,,,,,,,,,,,
mayfield clinic,+44 1865 423425,,,,,info@mayfieldclinic.co.uk,,,www.mayfieldclinic.co.uk,,,,249.0,,,,,,,,,,,
mdna life sciences,+44 776833371,,,,,h.smart@mdnalifesciences.com,,,www.nph-group.co.uk,,,,95.0,190.0,,,,,,,,,,
mdna life sciences (uk) ltd,+44 7768 333371,,,,,h.smart@mdnalifesciences.com,,,www.nph-group.co.uk,,,,95.0,190.0,,,,,,,,,,
mdx healthcare ltd t/a medix,+44 1438 940654,,,,,covid@mdxhealthcare.com,,,mdxhealthcare.com,,,,210.0,,,,,,,,,,,
me360 healthcare limited t/a me360 testing services,+44 7983 443737,,,,,me360testingservice@gmail.com,,,www.me360testingservice.com,,,,135.0,149.0,119.0,,,,,,,,,
me360 healthcare ltd t/a me360 testing services,+44 7983 443737,,,,,me360testingservice@gmail.com,,,www.me360testingservice.com,,,,159.0,,,,,,,,,,,
me360 testing services,+44 7983 443737,,,,,me360testingservice@gmail.com,,,www.me360testingservice.com,,,,180.0,,,,,,,,,,,
med24 limited,+44 20 3987 4200,,,,,covid-19@med24.clinic,,,www.med24.clinic,,,,225.0,180.0,,,,,,,,,,
medchecks,+44 7791 142675,,,,,testing@medchecks.ie,,,medchecks.co.uk,,,,179.0,,,,,,,,,,,
medi-park clinic,+44 20 8341 3185,+44 1869 255770,,,,info@mediparkclinic.uk,support@fitnessgenes.com,booking@mediparkclinic.uk,www.mediparkclinic.uk,coronavirus.fitnessgenes.com,,,150.0,180.0,220.0,159.0,200.0,,,,,,,
medi-swift,+44 7889 135743,,,,,admin@medi-swift.co.uk,,,www.manchestercovidtesting.co.uk,,,,210.0,,,,,,,,,,,
medic 1 direct,+44 845 004 4999,,,,,covid19@medic1.co.uk,,,www.medic1.co.uk,,,,298.0,,,,,,,,,,,
medic testing,+44 20 3936 4356,,,,,info@medictesting.com,,,www.medictesting.com,,,,245.0,,,,,,,,,,,
medical,+44 7843 988660,,,,,info@samedaycoronavirustests.com,,,samedaycoronavirustests.com,,,,250.0,,,,,,,,,,,
medical and rescue,+44 1784 637999,,,,,enquiries@medicalandrescue.co.uk,enquires@medicalandrescue.co.uk,,www.medicalandrescue.co.uk,,,,260.0,,,,,,,,,,,
medical and rescue - london and lhr,+44 1784 637999,,,,,enquiries@medicalandrescue.co.uk,,,www.medicalandrescue.co.uk,,,,260.0,,,,,,,,,,,
medical covid test,+44 161 527 7960,,,,,support@medicalcovidtest.com,,,www.medicalcovidtest.com,,,,150.0,24.0,20.0,75.0,,,,,,,,
medical diagnosis,+44 20 8830 0503,,,,,info@medical-diagnosis.co.uk,,,www.medical-diagnosis.net,,,,149.0,138.0,,,,,,,,,,
medical logistics,+44 7843 988660,,,,,info@samedaycoronavirustests.com,,,samedaycoronavirustests.com,,,,250.0,,,,,,,,,,,
medical logistics / samedaycoronavirustests.com,+44 7843 988660,,,,,info@samedaycoronavirustests.com,,,samedaycoronavirustests.com,,,,250.0,,,,,,,,,,,
medical testing,+44 161 989 5333,,,,,info@4medicaltesting.co.uk,,,4medicaltesting.co.uk,,,,40.0,,,,,,,,,,,
medicines online,+44 20 3637 0384,,,,,cs@medicinesonline.org.uk,,,medicinesonline.org.uk,,,,124.0,,,,,,,,,,,
medicines online ltd,+44 20 3637 0384,,,,,cs@medicinesonline.org.uk,,,medicinesonline.org.uk,,,,145.0,124.0,119.0,99.0,44.0,84.0,24.99,20.0,69.0,,,
medicspot,+44 20 3637 8398,+44 1753 863775,,,,tests@medicspot.co.uk,customerservices@fgsaunderspharmacy.co.uk,,www.medicspot.co.uk,fgsaunderspharmacy.co.uk,,,219.0,,,,,,,,,,,
medinow,+44 20 3488 6537,,,,,info@medinow.co.uk,,,medinow.co.uk,,,,225.0,,,,,,,,,,,
mediscan diagnostic services,+44 161 820 1123,,,,,lab@mediscanservices.co.uk,,,www.mediscanservices.co.uk,,,,175.0,,,,,,,,,,,
medplus test,+44 7888 040407,,,,,booking@medplustest.uk,,,medplustest.uk,,,,189.0,110.0,,,,,,,,,,
medwyn occupational health,+44 1306 873942,,,,,covid19@medwynoh.co.uk,,,medwynoh.co.uk,,,,169.0,,,,,,,,,,,
mhf medical concierge,+44 20 7060 1136,,,,,info@mhfcovidtesting.co.uk,,,mhfcovidtesting.co.uk,,,,139.0,120.0,,,,,,,,,,
midland covid testing,+44 333 366 0837,,,,,info@midlandcovidtesting.co.uk,,,midlandcovidtesting.co.uk,,,,249.0,,,,,,,,,,,
midland covid testing limited,,,,,,support@mlandtestingkit.uk,,,mlandtestingkit.uk,,,,181.5,,,,,,,,,,,
midland health,+44 333 772 1999,,,,,hello@midlandhealth.co.uk,,,midlandhealth.co.uk,,,,179.0,145.0,,,,,,,,,,
midlands ultrasound and medical services,+44 121 704 2669,,,,,administrator@mums.me.uk,,,www.mums.me.uk,,,,180.0,150.0,,,,,,,,,,
mildcare ltd,+44 20 7538 0817,,,,,covid.mildcare@gmail.com,,,lincolnpharmacy.co.uk,,,,229.0,,,,,,,,,,,
minton treharne & davies laboratories,+44 29 2054 0000,,,,,c19support@minton.group,,,shop.minton.group,,,,190.0,,,,,,,,,,,
minton treharne & davies laboratories limited,+44 29 2054 0000,,+44 20 3002 6070,,,c19support@minton.group,info@c-19direct.com,,shop.minton.group,,,,190.0,140.0,114.95,,,,,,,,,
mk18 private medical practice,+44 1280 460118,,,,,admin@mk18medical.com,,,www.mk18medical.com,,,,390.0,,,,,,,,,,,
mlp,+44 20 8126 5156,,,,,info@londontest.co.uk,,,www.mylondonpharmacy.co.uk,,,,19.99,160.0,,,,,,,,,,
mobihealth international,+44 333 224 6080,,,,,covid19@mobihealthinternational.com,,,mobihealthconsultcovid19.mobihealthinternational.com,,,,185.0,85.0,,,,,,,,,,
moore medical practice,+44 20 7349 1490,,,,,info@mooremedicalpractice.co.uk,,,www.mooremedicalpractice.co.uk,,,,250.0,,,,,,,,,,,
msh medical,+44 800 029 1694,,,,,covidtesting@mshmedical.co.uk,,,,,,,150.0,,,,,,,,,,,
msi clinics,+44 20 4522 9103,,,,,info@msiclinics.com,,,www.msiclinics.com,,,,290.0,,,,,,,,,,,
msi clinics limited,+44 20 4522 9103,,,,,info@msiclinics.com,,,www.msiclinics.com,,,,290.0,229.0,,,,,,,,,,
my express testing,+44 161 672 5190,,,,,enquiries@myexpresstesting.co.uk,,,www.myexpresstesting.co.uk,,,,118.0,,,,,,,,,,,
my express testing uk,+44 161 672 5190,,,,,enquiries@myexpresstesting.co.uk,,,www.myexpresstesting.co.uk,,,,20.0,,,,,,,,,,,
my local travel clinic,+44 121 314 5022,,,,,info@mylocaltravelclinic.co.uk,,,www.mylocaltravelclinic.co.uk,,,,155.0,,,,,,,,,,,
my london pharmacy,+44 20 4525 4599,+44 20 8126 5156,,,,info@mylondonpharmacy.co.uk,,,www.mylondonpharmacy.co.uk,,,,34.99,,,,,,,,,,,
my private chemist,+44 20 3987 9202,,,,,info@myprivatechemist.com,,,www.myprivatechemist.com,myprivatechemist.com,,,170.0,120.0,195.0,,,,,,,,,
myhealthcare clinic,+44 20 7129 8639,+44 20 7129 7908,,,,coronatesting@myhealthcareclinic.com,,,myhealthcareclinic.com,,,,210.0,135.0,,,,,,,,,,
myhealthchecked,+44 20 3365 2067,,,,,care@myhealthchecked.com,,,myhealthchecked.com,,,,170.0,150.0,136.0,,,,,,,,,
national covid testing (klinical enterprises ltd),+44 116 304 6220,,,,,support@nationalcovidtesting.co.uk,,,,nationalcovidtesting.co.uk,,,178.2,150.0,,,,,,,,,,
nationwide pathology,+44 1858 571322,,,,,covid@nationwidepathology.co.uk,,,nwp-online.co.uk,,,,155.0,,,,,,,,,,,
nationwide pathology limited,+44 1858 571322,,,,,covid@nationwidepathology.co.uk,,,nwp-online.co.uk,,,,115.0,111.0,85.0,,,,,,,,,
nechells pharmacy and masters pharmacy,+44 121 314 3142,,,,,info@nechellspharmacy.co.uk,,,www.nechellspharmacy.co.uk,,,,155.0,,,,,,,,,,,
new street pharmacy,+44 7940 916597,,,,,info@thetravelvaccineroom.co.uk,,,,thetravelvaccineroom.co.uk,,,199.0,180.0,,,,,,,,,,
new street pharmacy t/a the travel vaccine room,+44 7940 916597,,,,,info@thetravelvaccineroom.co.uk,,,thetravelvaccineroom.co.uk,,,,180.0,,,,,,,,,,,
newcastle premier health,+44 191 605 3140,,,,,testing@nph-group.co.uk,,,www.nph-group.co.uk,,,,190.0,,,,,,,,,,,
nhl pharmacy,+44 1772 70483,+44 1772 700483,,,,esales@nhlpharmacy.co.uk,,,getavaccine.co.uk,,,,220.0,190.0,,,,,,,,,,
nivha laboratory services ltd,+44 330 223 6419,,,,,covid@nivha.net,,,nivhacovid.net,,,,140.0,,,,,,,,,,,
"nivha laboratory services ltd, randox",+44 330 223 6419,,,,,covid19@nivha.net,,,,,,,130.0,,,,,,,,,,,
nivha laboratory services ltd.,+44 330 223 6419,,,,,covid@nivha.net,covid19@nivha.net,,nivhacovid.net,,,,140.0,130.0,,,,,,,,,,
nl clinic,+44 7882 750772,+44 208880957,,,,info@nlclinic.co.uk,,,www.nlclinic.co.uk,,,,170.0,129.0,,,,,,,,,,
nomad,+44 1902 943711,,,,,day2and8testing@nomadtravel.co.uk,,,www.nomadtravel.co.uk,,,,20.0,99.0,,,,,,,,,,
nomad travel,+44 1341 555061,+44 1902 943711,,,,orders@nomadtravel.co.uk,day2and8testing@nomadtravel.co.uk,,www.nomadtravel.co.uk,,,,180.0,99.0,25.0,,,,,,,,,
north and north west london covid tests,+44 7809 164171,+44 20 3191 6699,,,,nanwlcovidtesting@gmail.com,,,www.covidtestslondon.com,,,,195.0,185.0,,,,,,,,,,
north devon travel clinic,+44 1272 373346,+44 1271 373346,,,,covidtest@northdevontravelclinic.co.uk,,,www.northdevontravelclinic.co.uk,,,,195.0,320.0,220.0,190.0,,,,,,,,
northend clinic,+44 151 728 3155,,,,,enquiries@northendclinic.co.uk,,,northendclinic.co.uk,,,,199.0,160.0,145.0,,,,,,,,,
northway clinic,+44 20 3405 0860,,,,,info@northwayclinic.co.uk,,,northwayclinic.co.uk,,,,170.0,,,,,,,,,,,
nottinghamshire,+44 7425 629538,,,,,covidtesting@eastmidlandslaserclinic.co.uk,,,emlcc.as.me,,,,190.0,,,,,,,,,,,
now test,+44 20 3488 7870,,,,,support@nowteest.com,support@nowtest.com,,www.nowtest.com,,,,156.0,90.0,,,,,,,,,,
nph group,+44 191 605 3140,,,,,testing@nph-group.co.uk,,,www.nph-group.co.uk,,,,175.0,,,,,,,,,,,
nutraceuticals laboratory london limited,+44 20 8566 0608,,,,,info@nutraceuticalslondon.co.uk,,,nutraceuticalslondon.co.uk,,,,105.0,190.0,,,,,,,,,,
nx healthcare,+44 20 8168 7100,,,,,cservices@nxhealthcare.co.uk,,,www.nxhealthcare.co.uk,,,,180.0,59.0,99.0,,,,,,,,,
objective health ltd,+44 191 486 2425,,,,,info@objectivehealth.co.uk,,,www.objectivehealth.co.uk,,,,180.0,,,,,,,,,,,
occupational health bristol,+44 117 332 5097,+44 161 806 0420,+44 117 332 5739,+44 117 332 5993,,hello@occupationalhealthbristol.co.uk,info@hhhdiagnostics.co.uk,,www.occupationalhealthbristol.co.uk,hhhdiagnostics.co.uk,,,300.0,38.99,200.0,100.0,,,,,,,,
occupational health prime,+44 1908 915899,,,,,covidtesting@ohprime.co.uk,,,www.covid.ohprime.co.uk,,,,155.0,,,,,,,,,,,
olive health & travel clinic,+44 20 8550 2276,,,,,contact@olivehealthandtravel.co.uk,,,www.olivehealthandtravel.co.uk,booking.olivehealthandtravel.co.uk,,,210.0,,,,,,,,,,,
one scientic ltd,+44 117 938 2410,,,,,covidenquiries@onescientific.co.uk,,,onescientific.co.uk,,,,196.0,,,,,,,,,,,
one scientific ltd,+44 117 938 2410,,,,,covidenquiries@onescientific.co.uk,,,onescientific.co.uk,,,,196.0,159.0,,,,,,,,,,
one scientific ltd.,+44 117 938 2410,,,,,covidenquiries@onescientific.co.uk,,,onescientific.co.uk,,,,159.0,,,,,,,,,,,
one5 health,+44 20 3488 4415,,,,,care@one5.health,,,www.one5.health,,,,250.0,280.0,270.0,,,,,,,,,
optimized body &  mind,+44 333 012 4214,,,,,info@optimizedbodyandmind.co.uk,,,optimizedbodyandmind.co.uk,,,,159.0,,,,,,,,,,,
optimized body & mind,+44 333 012 4214,,,,,info@optimizedbodyandmind.co.uk,,,optimizedbodyandmind.co.uk,,,,159.0,160.0,90.0,45.0,25.0,50.0,30.0,85.0,20.0,,,
optipharm pharmacy,+44 20 8908 1960,,,,,covid@optipharm.co.uk,,,optipharmpharmacy.co.uk,,,,179.0,159.0,129.0,,,,,,,,,
orchard clinic / orchard blood,+44 20 3198 3100,,,,,pa@orchard-clinic.co.uk,,,,orchardblood.co.uk,,,160.0,,,,,,,,,,,
oscartech uk,+44 20 3633 8413,,,,,testing@oscartech-uk.com,,,www.oscartech-uk.com,,,,155.0,139.0,,,,,,,,,,
outcome diagnostics,+44 20 3637 6873,,,,,contact@outcome-diagnostics.co.uk,,,tests.medicspot.co.uk,,,,169.0,,,,,,,,,,,
outcome diagnostics (outcomedx),+44 20 3148 2505,,,,,support@123tests.co.uk,contact@outcome-diagnostics.co.uk,,123tests.co.uk,www.outcomedx.com,,,55.0,45.0,160.0,18.0,119.0,,,,,,,
outcome diagnostics t/a 123 tests,+44 20 3148 2505,,,,,support@123tests.co.uk,,,123tests.co.uk,,,,55.0,,,,,,,,,,,
oxford covid tests,+44 7767 074768,,,,,info@oxfordcovidtests.com,,,oxfordcovidtests.com,,,,200.0,,,,,,,,,,,
pall mall medical (manchester) limited,+44 330 058 4455,,,,,admin@pallmallmedical.co.uk,,,www.pallmallmedical.co.uk,,,,159.0,,,,,,,,,,,
pcr labs,+44 20 3105 0545,,,,,info@pcrlabs.co.uk,,,pcrlabs.co.uk,,,,250.0,,,,,,,,,,,
pcrtravel ltd london,+44 20 3475 7050,,,,,support@pcrtravel.co.uk,info@pcrtravel.co.uk,,pcrtravel.co.uk,,,,23.95,119.0,21.0,149.0,,,,,,,,
pct healthcare,+44 115 951 2092,,,,,pharmacy.online@pcthealthcare.com,,,www.peakpharmacy.co.uk,,,,175.0,,,,,,,,,,,
"pct healthcare t/a peak pharmacy, manor pharmacy, cox-robinson pharmacy",+44 115 951 2092,,,,,pharmacy.online@pcthealthcare.com,,,www.peakpharmacy.co.uk,,,,175.0,150.0,,,,,,,,,,
pennfields pharmacy,+44 1902 341300,,,,,info@pennfieldspharmacy.co.uk,,,www.travel-vaccination.co.uk,,,,155.0,,,,,,,,,,,
peplobio,+44 1483 685190,,,,,info@peplobio.co.uk,,,www.peplobio.co.uk,,,,119.0,,,,,,,,,,,
pexpo diagnostic,+44 20 3575 1209,,,,,info@pexpo.co.uk,day2day8@pexpo.co.uk,,londontesting.co.uk,,,,150.0,40.0,,,,,,,,,,
pexpo diagnostics,+44 20 3575 1209,,,,,day2day8@pexpo.co.uk,,,londontesting.co.uk,,,,210.0,167.0,75.0,150.0,,,,,,,,
pharmacy led clinic,+44 7729 483366,,,,,info@masterspharmacy.co.uk,,,pharmacyledclinic.co.uk,,,,155.0,,,,,,,,,,,
pharmasuite,+44 7935 809834,,,,,info@pharmasuite.co.uk,,,www.pharmasuite.co.uk,pharmasuite.co.uk,,,170.0,,,,,,,,,,,
pharmesthetics ltd,+44 20 8050 4353,,,,,info@pharmesthetics.com,,,www.samedayclinic.co.uk,,,,175.0,,,,,,,,,,,
pharmesthetics ltd (t/a http://www.samedayclinic.co.uk),+44 20 8050 4353,,,,,info@pharmesthetics.com,,,www.samedayclinic.co.uk,,,,155.0,,,,,,,,,,,
physiofunction,+44 1327 842321,,,,,testing@physiofunction.co.uk,,,www.physiofunction.co.uk,,,,198.0,,,,,,,,,,,
physiowork therapy uk ltd,+44 1842 630014,,,,,contact@physiowork.co.uk,,,www.physiowork.co.uk,,,,199.0,,,,,,,,,,,
pillhub-feltham pharmacy,+44 20 8064 1815,,,,,help@pillhub.co.uk,,,pillhub.co.uk,,,,20.0,79.95,,,,,,,,,,
polaris medical services ltd,+44 1923 545814,,,,,covid-19@pmgoc.com,,,www.polarismedical.co.uk,,,,185.0,,,,,,,,,,,
premier clinic ltd,+44 1254 677341,,,,,info@premier-clinic.co.uk,,,www.premier-clinic.co.uk,,,,130.0,,,,,,,,,,,
private gp clinic,+44 1932 344004,,,,,covidtest@surreyberkshire.co.uk,,,www.privategpclinic.co.uk,,,,210.0,,,,,,,,,,,
private gp services uk ltd,+44 1245 234134,,,,,info@privategpservices.co.uk,,,privategpservices.co.uk,,,,99.0,,,,,,,,,,,
private gp teddington,+44 20 3303 0326,,,,,covidtest@privategp.org,,,www.privategp.org,,,,250.0,,,,,,,,,,,
private harley street clinic,+44 4439165990,+44 20 3916 5990,,,,info@privateharleystreetclinic.com,,,privateharleystreetclinic.com,,,,250.0,120.0,169.0,,,,,,,,,
private-testing-providers london cloudapps digital refresh,+44 117 313 5203,,,,,hello@occupationalhealthbristol.co.uk,,,www.occupationalhealthbristol.co.uk,,,,225.0,,,,,,,,,,,
project olive lindfield limited,+44 7967 535361,,,,,nicola@projectolive.org,,,projectolive.org,,,,110.0,220.0,,,,,,,,,,
