,company_name,company_number_0,company_number_1,company_number_2,company_number_3,company_number_4,company_email_0,company_email_1,company_email_2,company_email_3,company_link_0,company_link_1,company_link_2,company_link_3
415,london covid testing,+44 20 3488 8463,,,,,contact@londoncovidtesting.com,info@londoncovidtesting.com,"
info@londoncovidtesting.com
",,www.londoncovidtesting.com,,,
416,london elite health,+44 20 7486 0701,,,,,info@londonelitehealth.com,"
info@londonelitehealth.com
",,,covid.londonelitehealth.com,,,
417,london medical concierge,+44 20 7305 5590,,,,,experts@londonmedicalconcierge.com,"
experts@londonmedicalconcierge.com
",,,londonmedicalconcierge.com,,,
418,london medical laboratory,+44 20 7183 3718,,,,,info@londonmedicallaboratory.co.uk,"
info@londonmedicallaboratory.co.uk
",,,www.privatecoronavirustests.com,,,
419,london medical laboratory / private coronavirus tests,+44 20 7183 3718,,,,,info@londonmedicallaboratory.co.uk,,,,www.privatecoronavirustests.com,,,
420,london nutrition doctor,+44 7533 660637,,,,,pa@londonnutritiondoctor.com,"
pa@londonnutritiondoctor.com
",,,access.londonnutritiondoctor.com,,,
421,london screening centre,+44 20 7935 3626,,,,,asadrudin@yahoo.co.uk,"
asadrudin@yahoo.co.uk
",,,londonscreeningcentre.com,,,
422,london screening street,+44 20 7935 3626,,,,,asadrudin@yahoo.co.uk,,,,londonscreeningcentre.cm,,,
423,london vaccination clinic,,+44 7990 755804,,,,katy.peters@360health.co.uk,enquiries@360health.co.uk,,,shop.londonvaccinationclinic.co.uk,www.londonvaccinationclinic.co.uk,,
424,longridge travel health clinic,,+44 1772 439054,,,,info@longridgetravelhealthclinic.com,"
info@longridgetravelhealthclinic.com
",,,www.longridgetravelhealthclinic.com,,,
425,lord's pharmacy,+44 20 7586 9668,,,,,info@lordspharmacy.net,"
info@lordspharmacy.net
",,,www.lordspharmacy.net,,,
426,lyca health,+44 20 7132 1440,,,,,enquiries@lycahealth.com,,,,lycahealth.com,,,
427,mare st clinic,+44 20 3488 7351,,,,,info@marestclinic.co.uk,"
info@marestclinic.co.uk
",,,www.marestclinic.co.uk,,,
428,masta,,+44 330 100 4200,,,,enquiries@masta.org,"
enquiries@masta.org
",,,www.masta-travel-health.com,,,
429,masters (uk) limited t/a nechells pharmacy and masters pharmacy,+44 121 314 3142,,,,,info@nechellspharmacy.co.uk,"
info@nechellspharmacy.co.uk
",,,,www.nechellspharmacy.co.uk,,
430,masters pharmacy,+44 121 270 6556,,,,,info@masterspharmacy.co.uk,"
info@masterspharmacy.co.uk
",,,pharmacyledclinic.co.uk,,,
431,mayfair doctors,+44 20 7499 1581,,,,,covidtest@mayfairdoctors.com,"
covidtest@mayfairdoctors.com
",,,www.mayfairdoctors.com,,,
432,mayfair pharmacy,+44 20 7629 7999,,,,,mayfairhealthltd@gmail.com,"
mayfairhealthltd@gmail.com
",,,londonpcr.com,,,
433,mayfield clinic,,+44 1865 423425,,,,info@mayfieldclinic.co.uk,"
info@mayfieldclinic.co.uk
",,,www.mayfieldclinic.co.uk,,,
434,mdna life sciences,+44 776833371,,,,,h.smart@mdnalifesciences.com,,,,www.nph-group.co.uk,,,
435,mdna life sciences (uk) ltd,+44 7768 333371,,,,,"
h.smart@mdnalifesciences.com
",h.smart@mdnalifesciences.com,,,www.nph-group.co.uk,,,
436,mdx healthcare ltd t/a medix,,+44 1438 940654,,,,covid@mdxhealthcare.com,"
covid@mdxhealthcare.com
",,,mdxhealthcare.com,,,
437,me360 healthcare limited t/a me360 testing services,+44 7983 443737,,,,,me360testingservice@gmail.com,,,,www.me360testingservice.com,,,
438,me360 healthcare ltd t/a me360 testing services,+44 7983 443737,,,,,"
me360testingservice@gmail.com
",,,,www.me360testingservice.com,,,
439,me360 testing services,+44 7983 443737,,,,,me360testingservice@gmail.com,,,,www.me360testingservice.com,,,
440,med24 limited,+44 20 3987 4200,,,,,covid-19@med24.clinic,"
covid-19@med24.clinic
",,,www.med24.clinic,,,
441,medchecks,+44 7791 142675,,,,,"
testing@medchecks.ie
",testing@medchecks.ie,,,medchecks.co.uk,,,
442,medi-park clinic,+44 20 8341 3185,+44 1869 255770,,,,booking@mediparkclinic.uk,info@mediparkclinic.uk,"
info@mediparkclinic.uk
",support@fitnessgenes.com,,www.mediparkclinic.uk,coronavirus.fitnessgenes.com,
443,medi-swift,+44 7889 135743,,,,,admin@medi-swift.co.uk,,,,www.manchestercovidtesting.co.uk,,,
444,medic 1 direct,+44 845 004 4999,,,,,covid19@medic1.co.uk,"
covid19@medic1.co.uk
",,,www.medic1.co.uk,,,
445,medic testing,+44 20 3936 4356,,,,,info@medictesting.com,"
info@medictesting.com
",,,www.medictesting.com,,,
446,medical,+44 7843 988660,,,,,info@samedaycoronavirustests.com,,,,samedaycoronavirustests.com,,,
447,medical and rescue,,+44 1784 637999,,,,enquires@medicalandrescue.co.uk,enquiries@medicalandrescue.co.uk,"
enquiries@medicalandrescue.co.uk
",,www.medicalandrescue.co.uk,,,
448,medical and rescue - london and lhr,+44 1784 637999,,,,,enquiries@medicalandrescue.co.uk,,,,www.medicalandrescue.co.uk,,,
449,medical covid test,+44 161 527 7960,,,,,support@medicalcovidtest.com,,,,www.medicalcovidtest.com,,,
450,medical diagnosis,+44 20 8830 0503,,,,,info@medical-diagnosis.co.uk,"
info@medical-diagnosis.co.uk
",,,www.medical-diagnosis.net,,,
451,medical logistics,+44 7843 988660,,,,,info@samedaycoronavirustests.com,,,,samedaycoronavirustests.com,,,
452,medical logistics / samedaycoronavirustests.com,+44 7843 988660,,,,,info@samedaycoronavirustests.com,"
info@samedaycoronavirustests.com
",,,samedaycoronavirustests.com,,,
453,medical testing,+44 161 989 5333,,,,,info@4medicaltesting.co.uk,,,,4medicaltesting.co.uk,,,
454,medicines online,+44 20 3637 0384,,,,,cs@medicinesonline.org.uk,,,,medicinesonline.org.uk,,,
455,medicines online ltd,+44 20 3637 0384,,,,,cs@medicinesonline.org.uk,"
cs@medicinesonline.org.uk
",,,medicinesonline.org.uk,,,
456,medicspot,,+44 20 3637 8398,+44 1753 863775,,,tests@medicspot.co.uk,customerservices@fgsaunderspharmacy.co.uk,,,www.medicspot.co.uk,fgsaunderspharmacy.co.uk,,
457,medinow,+44 20 3488 6537,,,,,info@medinow.co.uk,"
info@medinow.co.uk
",,,medinow.co.uk,,,
458,mediscan diagnostic services,+44 161 820 1123,,,,,"
lab@mediscanservices.co.uk
",lab@mediscanservices.co.uk,,,www.mediscanservices.co.uk,,,
459,medplus test,+44 7888 040407,,,,,booking@medplustest.uk,"
booking@medplustest.uk
",,,medplustest.uk,,,
460,medwyn occupational health,,+44 1306 873942,,,,covid19@medwynoh.co.uk,"
covid19@medwynoh.co.uk
",,,medwynoh.co.uk,,,
461,mhf medical concierge,,+44 20 7060 1136,,,,info@mhfcovidtesting.co.uk,,,,mhfcovidtesting.co.uk,,,
462,midland covid testing,+44 333 366 0837,,,,,info@midlandcovidtesting.co.uk,"
info@midlandcovidtesting.co.uk
",,,midlandcovidtesting.co.uk,,,
463,midland covid testing limited,,,,,,support@mlandtestingkit.uk,,,,mlandtestingkit.uk,,,
464,midland health,+44 333 772 1999,,,,,hello@midlandhealth.co.uk,"
hello@midlandhealth.co.uk
",,,midlandhealth.co.uk,,,
465,midlands ultrasound and medical services,+44 121 704 2669,,,,,administrator@mums.me.uk,"
administrator@mums.me.uk
",,,www.mums.me.uk,,,
466,mildcare ltd,+44 20 7538 0817,,,,,covid.mildcare@gmail.com,"
covid.mildcare@gmail.com
",,,lincolnpharmacy.co.uk,,,
467,minton treharne & davies laboratories,+44 29 2054 0000,,,,,c19support@minton.group,"
c19support@minton.group
",,,shop.minton.group,,,
468,minton treharne & davies laboratories limited,+44 20 3002 6070,+44 29 2054 0000,,,,info@c-19direct.com,"
c19support@minton.group
",c19support@minton.group,,shop.minton.group,,,
469,mk18 private medical practice,+44 1280 460118,,,,,admin@mk18medical.com,"
admin@mk18medical.com
",,,www.mk18medical.com,,,
470,mlp,+44 20 8126 5156,,,,,info@londontest.co.uk,,,,www.mylondonpharmacy.co.uk,,,
471,mobihealth international,,+44 333 224 6080,,,,covid19@mobihealthinternational.com,"
covid19@mobihealthinternational.com
",,,mobihealthconsultcovid19.mobihealthinternational.com,,,
472,moore medical practice,,+44 20 7349 1490,,,,info@mooremedicalpractice.co.uk,"
info@mooremedicalpractice.co.uk
",,,www.mooremedicalpractice.co.uk,,,
473,msh medical,+44 800 029 1694,,,,,covidtesting@mshmedical.co.uk,,,,,,,
474,msi clinics,+44 20 4522 9103,,,,,info@msiclinics.com,"
info@msiclinics.com
",,,www.msiclinics.com,,,
475,msi clinics limited,+44 20 4522 9103,,,,,info@msiclinics.com,,,,www.msiclinics.com,,,
476,my express testing,+44 161 672 5190,,,,,enquiries@myexpresstesting.co.uk,,,,www.myexpresstesting.co.uk,,,
477,my express testing uk,+44 161 672 5190,,,,,enquiries@myexpresstesting.co.uk,,,,www.myexpresstesting.co.uk,,,
478,my local travel clinic,+44 121 314 5022,,,,,info@mylocaltravelclinic.co.uk,"
info@mylocaltravelclinic.co.uk
",,,www.mylocaltravelclinic.co.uk,,,
479,my london pharmacy,+44 20 4525 4599,+44 20 8126 5156,,,,info@mylondonpharmacy.co.uk,,,,www.mylondonpharmacy.co.uk,,,
480,my private chemist,+44 20 3987 9202,,,,,info@myprivatechemist.com,"
info@myprivatechemist.com
",,,myprivatechemist.com,www.myprivatechemist.com,,
481,myhealthcare clinic,+44 20 7129 7908,+44 20 7129 8639,,,,coronatesting@myhealthcareclinic.com,"
coronatesting@myhealthcareclinic.com
",,,myhealthcareclinic.com,,,
482,myhealthchecked,+44 20 3365 2067,,,,,care@myhealthchecked.com,"
care@myhealthchecked.com
",,,myhealthchecked.com,,,
483,national covid testing (klinical enterprises ltd),+44 116 304 6220,,,,,support@nationalcovidtesting.co.uk,,,,nationalcovidtesting.co.uk,,,
484,nationwide pathology,+44 1858 571322,,,,,covid@nationwidepathology.co.uk,,,,nwp-online.co.uk,,,
485,nationwide pathology limited,+44 1858 571322,,,,,,covid@nationwidepathology.co.uk,"
covid@nationwidepathology.co.uk
",,nwp-online.co.uk,,,
486,nechells pharmacy and masters pharmacy,+44 121 314 3142,,,,,info@nechellspharmacy.co.uk,"
info@nechellspharmacy.co.uk
",,,www.nechellspharmacy.co.uk,,,
487,new street pharmacy,+44 7940 916597,,,,,info@thetravelvaccineroom.co.uk,"
info@thetravelvaccineroom.co.uk
",,,,thetravelvaccineroom.co.uk,,
488,new street pharmacy t/a the travel vaccine room,+44 7940 916597,,,,,info@thetravelvaccineroom.co.uk,,,,thetravelvaccineroom.co.uk,,,
489,newcastle premier health,+44 191 605 3140,,,,,testing@nph-group.co.uk,"
testing@nph-group.co.uk
",,,www.nph-group.co.uk,,,
490,nhl pharmacy,,+44 1772 70483,+44 1772 700483,,,esales@nhlpharmacy.co.uk,"
esales@nhlpharmacy.co.uk
",,,getavaccine.co.uk,,,
491,nivha laboratory services ltd,+44 330 223 6419,,,,,covid@nivha.net,,,,nivhacovid.net,,,
492,"nivha laboratory services ltd, randox",,+44 330 223 6419,,,,covid19@nivha.net,,,,,,,
493,nivha laboratory services ltd.,+44 330 223 6419,,,,,covid@nivha.net,covid19@nivha.net,,,nivhacovid.net,,,
494,nl clinic,+44 208880957,+44 7882 750772,,,,info@nlclinic.co.uk,"
info@nlclinic.co.uk
",,,www.nlclinic.co.uk,,,
495,nomad,+44 1902 943711,,,,,day2and8testing@nomadtravel.co.uk,,,,www.nomadtravel.co.uk,,,
496,nomad travel,+44 1341 555061,+44 1902 943711,,,,orders@nomadtravel.co.uk,"
orders@nomadtravel.co.uk
",day2and8testing@nomadtravel.co.uk,,www.nomadtravel.co.uk,,,
497,north and north west london covid tests,+44 7809 164171,+44 20 3191 6699,,,,nanwlcovidtesting@gmail.com,"
nanwlcovidtesting@gmail.com
",,,www.covidtestslondon.com,,,
498,north devon travel clinic,+44 1272 373346,+44 1271 373346,,,,covidtest@northdevontravelclinic.co.uk,"
covidtest@northdevontravelclinic.co.uk
",,,www.northdevontravelclinic.co.uk,,,
499,northend clinic,,+44 151 728 3155,,,,enquiries@northendclinic.co.uk,"
enquiries@northendclinic.co.uk
",,,northendclinic.co.uk,,,
500,northway clinic,+44 20 3405 0860,,,,,info@northwayclinic.co.uk,,,,northwayclinic.co.uk,,,
501,nottinghamshire,+44 7425 629538,,,,,"
covidtesting@eastmidlandslaserclinic.co.uk
",covidtesting@eastmidlandslaserclinic.co.uk,,,emlcc.as.me,,,
502,now test,,+44 20 3488 7870,,,,support@nowtest.com,support@nowteest.com,,,www.nowtest.com,,,
503,nph group,,+44 191 605 3140,,,,testing@nph-group.co.uk,,,,www.nph-group.co.uk,,,
504,nutraceuticals laboratory london limited,,+44 20 8566 0608,,,,info@nutraceuticalslondon.co.uk,,,,nutraceuticalslondon.co.uk,,,
505,nx healthcare,+44 20 8168 7100,,,,,cservices@nxhealthcare.co.uk,"
cservices@nxhealthcare.co.uk
",,,www.nxhealthcare.co.uk,,,
506,objective health ltd,+44 191 486 2425,,,,,info@objectivehealth.co.uk,,,,www.objectivehealth.co.uk,,,
507,occupational health bristol,+44 117 332 5993,+44 117 332 5097,+44 161 806 0420,+44 117 332 5739,,hello@occupationalhealthbristol.co.uk,"
hello@occupationalhealthbristol.co.uk
",info@hhhdiagnostics.co.uk,,www.occupationalhealthbristol.co.uk,hhhdiagnostics.co.uk,,
508,occupational health prime,,+44 1908 915899,,,,covidtesting@ohprime.co.uk,,,,www.covid.ohprime.co.uk,,,
509,olive health & travel clinic,+44 20 8550 2276,,,,,contact@olivehealthandtravel.co.uk,"
contact@olivehealthandtravel.co.uk
",,,booking.olivehealthandtravel.co.uk,www.olivehealthandtravel.co.uk,,
510,one scientic ltd,+44 117 938 2410,,,,,covidenquiries@onescientific.co.uk,,,,onescientific.co.uk,,,
511,one scientific ltd,,+44 117 938 2410,,,,covidenquiries@onescientific.co.uk,"
covidenquiries@onescientific.co.uk
",,,onescientific.co.uk,,,
512,one scientific ltd.,+44 117 938 2410,,,,,covidenquiries@onescientific.co.uk,,,,onescientific.co.uk,,,
513,one5 health,+44 20 3488 4415,,,,,care@one5.health,"
care@one5.health
",,,www.one5.health,,,
514,optimized body &  mind,+44 333 012 4214,,,,,"
info@optimizedbodyandmind.co.uk
",,,,optimizedbodyandmind.co.uk,,,
515,optimized body & mind,+44 333 012 4214,,,,,info@optimizedbodyandmind.co.uk,"
info@optimizedbodyandmind.co.uk
",,,optimizedbodyandmind.co.uk,,,
516,optipharm pharmacy,+44 20 8908 1960,,,,,covid@optipharm.co.uk,"
covid@optipharm.co.uk
",,,optipharmpharmacy.co.uk,,,
517,orchard clinic / orchard blood,,+44 20 3198 3100,,,,pa@orchard-clinic.co.uk,,,,orchardblood.co.uk,,,
518,oscartech uk,+44 20 3633 8413,,,,,testing@oscartech-uk.com,"
testing@oscartech-uk.com
",,,www.oscartech-uk.com,,,
519,outcome diagnostics,+44 20 3637 6873,,,,,contact@outcome-diagnostics.co.uk,"
contact@outcome-diagnostics.co.uk
",,,tests.medicspot.co.uk,,,
520,outcome diagnostics (outcomedx),,+44 20 3148 2505,,,,contact@outcome-diagnostics.co.uk,support@123tests.co.uk,,,www.outcomedx.com,123tests.co.uk,,
521,outcome diagnostics t/a 123 tests,+44 20 3148 2505,,,,,support@123tests.co.uk,,,,123tests.co.uk,,,
522,oxford covid tests,+44 7767 074768,,,,,info@oxfordcovidtests.com,"
info@oxfordcovidtests.com
",,,oxfordcovidtests.com,,,
523,pall mall medical (manchester) limited,+44 330 058 4455,,,,,admin@pallmallmedical.co.uk,,,,www.pallmallmedical.co.uk,,,
524,pcr labs,+44 20 3105 0545,,,,,info@pcrlabs.co.uk,"
info@pcrlabs.co.uk
",,,pcrlabs.co.uk,,,
525,pcrtravel ltd london,+44 20 3475 7050,,,,,support@pcrtravel.co.uk,info@pcrtravel.co.uk,,,pcrtravel.co.uk,,,
526,pct healthcare,+44 115 951 2092,,,,,pharmacy.online@pcthealthcare.com,"
pharmacy.online@pcthealthcare.com
",,,www.peakpharmacy.co.uk,,,
527,"pct healthcare t/a peak pharmacy, manor pharmacy, cox-robinson pharmacy",,+44 115 951 2092,,,,pharmacy.online@pcthealthcare.com,,,,www.peakpharmacy.co.uk,,,
528,pennfields pharmacy,+44 1902 341300,,,,,info@pennfieldspharmacy.co.uk,"
info@pennfieldspharmacy.co.uk
",,,www.travel-vaccination.co.uk,,,
529,peplobio,+44 1483 685190,,,,,info@peplobio.co.uk,,,,www.peplobio.co.uk,,,
530,pexpo diagnostic,+44 20 3575 1209,,,,,day2day8@pexpo.co.uk,info@pexpo.co.uk,,,londontesting.co.uk,,,
531,pexpo diagnostics,+44 20 3575 1209,,,,,day2day8@pexpo.co.uk,"
day2day8@pexpo.co.uk
",,,londontesting.co.uk,,,
532,pharmacy led clinic,,+44 7729 483366,,,,info@masterspharmacy.co.uk,,,,pharmacyledclinic.co.uk,,,
533,pharmasuite,,+44 7935 809834,,,,info@pharmasuite.co.uk,"
info@pharmasuite.co.uk
",,,pharmasuite.co.uk,www.pharmasuite.co.uk,,
534,pharmesthetics ltd,+44 20 8050 4353,,,,,"
info@pharmesthetics.com
",info@pharmesthetics.com,,,www.samedayclinic.co.uk,,,
535,pharmesthetics ltd (t/a http://www.samedayclinic.co.uk),+44 20 8050 4353,,,,,info@pharmesthetics.com ,,,,www.samedayclinic.co.uk,,,
536,physiofunction,+44 1327 842321,,,,,testing@physiofunction.co.uk,"
testing@physiofunction.co.uk
",,,www.physiofunction.co.uk,,,
537,physiowork therapy uk ltd,+44 1842 630014,,,,,contact@physiowork.co.uk,,,,www.physiowork.co.uk,,,
538,pillhub-feltham pharmacy,+44 20 8064 1815,,,,,help@pillhub.co.uk ,,,,pillhub.co.uk,,,
539,polaris medical services ltd,+44 1923 545814,,,,,covid-19@pmgoc.com,"
covid-19@pmgoc.com
",,,www.polarismedical.co.uk,,,
540,premier clinic ltd,+44 1254 677341,,,,,info@premier-clinic.co.uk,"
info@premier-clinic.co.uk
",,,www.premier-clinic.co.uk,,,
541,private gp clinic,+44 1932 344004,,,,,covidtest@surreyberkshire.co.uk,"
covidtest@surreyberkshire.co.uk
",,,www.privategpclinic.co.uk,,,
542,private gp services uk ltd,+44 1245 234134,,,,,info@privategpservices.co.uk,,,,privategpservices.co.uk,,,
543,private gp teddington,+44 20 3303 0326,,,,,covidtest@privategp.org,"
covidtest@privategp.org
",,,www.privategp.org,,,
544,private harley street clinic,+44 20 3916 5990,+44 4439165990,,,,info@privateharleystreetclinic.com,"
info@privateharleystreetclinic.com
",,,privateharleystreetclinic.com,,,
545,private-testing-providers london cloudapps digital refresh,+44 117 313 5203,,,,,hello@occupationalhealthbristol.co.uk,,,,www.occupationalhealthbristol.co.uk,,,
546,project olive lindfield limited,,+44 7967 535361,,,,nicola@projectolive.org,,,,projectolive.org,,,
547,project screen by prenetics,+44 300 303 2860,,,,,care@projectscreen.co.uk,"
care@projectscreen.co.uk
",,,www.projectscreen.co.uk,,,
548,protein technologies ltd / rapiditydx,+44 161 226 2366,,,,,covidtesting@protein-technologies.com,,,,rapiditydx.com,,,
549,protein technologies ltd t/a as rapiditydx,+44 161 226 2366,,,,,covidtesting@protein-technologies.com,,,,rapiditydx.com,,,
550,protein technologies t/a rapiditydx,,,,,,covidtesting@protein-technologies.com,,,,rapiditydx.com,,,
551,proviris solutions,,+44 037738641,,,,support@provirissolutions.com,,,,provirissolutions.com,,,
552,pt diagnostics,,,,,,testing@ptdiagnostics.co.uk,,,,,,,
553,pulmonics,,+44 7517 057681,,,,contact@pulmonics.co.uk,"
contact@pulmonics.co.uk
",,,,pulmonics.co.uk,,
554,pulteney pharmacy,+44 1225 466454,,,,,pulpharm@gmail.com,,,,www.pulteneypharmacy.com,,,
555,pureflo health ltd,+44 20 3475 3426,,,,,contact@pureflohealth.co.uk,"
contact@pureflohealth.co.uk
",,,pureflohealth.co.uk,,,
556,pyramid pharmacy,+44 20 8317 1176,,,,,farah@pyramidpharmacy.co.uk,"
farah@pyramidpharmacy.co.uk
",,,pyramidpharmacywoolwich.co.uk,,,
557,pyramid pharmacy bermondsey,+44 20 7237 1659,,,,,southwark@pyramidpharmacy.co.uk,"
southwark@pyramidpharmacy.co.uk
",,,www.pcrtest2release.com,,,
558,pyramid pharmacy woolwich,+44 20 8317 1176,,,,,woolwich@pyramidpharmacy.co.uk,,,,pyramidpharmacywoolwich.co.uk,,,
559,pyser testing,+44 20 7193 3740,,,,,sales@pysertesting.com,,,,,pysertesting.com,,
560,queen anne street medical centre,,+44 20 7034 3301,,,,enquiries@qasmc.com,enquiries@heartlungcentre.com,,,heartlungcentre.com,,,
561,quest medical,+44 141 648 7180,,,,,support@questmedical.co.uk,,,,www.questmedical.co.uk,,,
562,quick clinics,+44 20 8092 6507,,,,,bookings@quickclinics.co.uk,"
bookings@quickclinics.co.uk
",,,www.quickclinics.co.uk,,,
563,quick meds,+44 121 628 5318,,,,,results@apothecare.co.uk,,,,www.quickmeds.co.uk,,,
564,quick meds using labmedexpert,+44 121 628 5318,,,,,"
results@apothecare.co.uk
",,,,www.quickmeds.co.uk,,,
565,qured,,+44 20 3966 6924,+44 333 016 4411,,,support@qured.com,"
support@qured.com
",,,qured.com,webform.qured.com,,
566,rainbow labs,,+44 7442 795363,+44 7436 055025,,,support@rainbowlabs.co.uk,support@rainbow.co.uk,"
support@rainbow.co.uk
","
support@rainbowlabs.co.uk
",www.rainbowlabs.co.uk,rainbowlabs.co.uk,,
567,ramss,+44 345 200 2551,,,,,office@ramss.co.uk,,,,www.ramss.co.uk,,,
568,ramss limited,,+44 345 200 2551,,,,office@ramss.co.uk,"
office@ramss.co.uk
",,,www.ramss.co.uk,,,
569,randox health airport testing,,+44 800 254 5201,,,,covidcustomersupport@randox.com,covidsales@randox.com,,,fly.randox.com,,,
570,randox health liverpoolone,+44 800 254 5201,,,,,covidcustomersupport@randox.com,,,,lpl.randox.com,,,
571,randox health london limited,,+44 800 254 5201,,,,covidcustomersupport@randoxhealth.com,,,,fly.randox.com,,,
572,randox laboratories,+44 28 9442 2413,,,,,covidcustomersupport@randox.com,"
covidcustomersupport@randox.com
",,,www.randoxhealth.com,,,
573,randox laboratories ltd,,+44 28 9442 2413,,,,covidcustomersupport@randox.com,covidsales@randox.com,,,www.randoxhealth.com,,,
574,rapid covid testing,+44 20 7112 4964,,,,,info@rapidcovidtesting.org.uk,"
info@rapidcovidtesting.org.uk
",,,www.rapidcovidtesting.org.uk,,,
575,rapid health test,+44 1872 229740,,,,,info@rapidhealthtest.com,contact@rapidhealthtest.com,"
contact@rapidhealthtest.com
",,rapidhealthtest.com,,,
576,rapid pcr,+44 7907 028192,,,,,rapidpcrtest@hotmail.com,"
rapidpcrtest@hotmail.com
",,,www.rapidpcr.co.uk,rapidpcr.co.uk,,
577,rapiditydx,+44 1602 262366,,,,,covidtesting@protein-technologies.com,,,,www.rapiditydx.com,,,
578,rb health and safety solutions ltd,,+44 1424 205990,,,,charlotte.collyer@rbhealthandsafety.co.uk,,,,www.rbhealthandsafety.co.uk,,,
579,rb healthcare ltd,+44 151 203 6535,+44 161 870 6546,,,,admin@clearchemist.co.uk,info@cheshiretravelclinic.co.uk,,,www.clearchemist.co.uk,pharmadoctor.co.uk,,
580,reading fit to fly,+44 20 3875 5160,,,,,customerservice@readingfittofly.co.uk,,,,www.readingfittofly.co.uk,,,
581,reading fit to fly/oxford road clinics ltd,+44 20 3875 5160,,,,,customerservice@readingfittofly.co.uk,,,,www.readingfittofly.co.uk,,,
582,recovery4life,,+44 333 344 5790,,,,bookings@recovery4life.co.uk,,,,www.recovery4life.co.uk,,,
583,red 1 response,,+44 330 229 0112,,,,hello@red1response.com,,,,covid.red1response.com,,,
584,remedi health,+44 1962 396695,,,,,support@remedihealth.co,"
support@remedihealth.co
",,,remedihealth.co,,,
585,remedys pharmacy,+44 20 7286 7255,,,,,"
covid@remedyspharmacy.london
",covid@remedyspharmacy.london,,,audley-remedys.uk,,,
586,remedys pharmacy w9,+44 20 7286 7255,,,,,covid@remedyspharmacy.london,,,,,,,
587,research consultancy and health ltd,+44 7904 697060,,,,,covid19test@rcandh.com,"
covid19test@rcandh.com
",,,rcandh.com,,,
588,reviv uk,+44 161 209 3754,,,,,ukdiagnostics@revivme.com,"
ukdiagnostics@revivme.com
",,,reviv-pcr.co.uk,,,
589,rightangled,+44 20 3950 3394,,,,,info@rightangled.co,"
info@rightangled.co
",,,www.rightangled.co,,,
590,rivahealth,+44 161 518 2999,,,,,info@rivahealth.co.uk,,,,rivahealth.co.uk,,,
591,roc health services,+44 1224 515254,,,,,covid19@rochealthservices.com,,,,rochealthservices.com,,,
592,roc private clinic,+44 1225 515254,+44 1224 515254,,,,covid19@rochealthservices.com,,,,rocprivateclinic.com,,,
593,rosalyn’s medical and wellbeing clinic,+44 1924 654105,,,,,info@rosalynsmedical.com,"
info@rosalynsmedical.com
",,,rosalynsmedical.com,,,
594,roshni clinic,+44 333 050 7138,,,,,info@roshniclinic.co.uk,"
info@roshniclinic.co.uk
",,,www.roshniclinic.com,,,
595,rt diagnostics,+44 1422 416242,,,,,info@rtdiagnostics.co.uk,"
info@rtdiagnostics.co.uk
",,,www.rtdiagnostics.co.uk,,,
596,same day clinic,+44 20 8050 4353,,,,,info@pharmesthetics.com,,,,www.samedayclinic.co.uk,,,
597,samedaydoctor,+44 20 7531 7120,,,,,canarywharf@samedaydoctor.co.uk,,,,questionnaire.heydoc.co.uk,,,
598,samedaydoctor canary wharf,+44 20 7531 7120,,,,,"
canarywharf@samedaydoctor.co.uk
",canarywharf@samedaydoctor.co.uk,,,samedaydoctor.org,,,
599,samedaydoctor city clinic,+44 20 3871 6015,,,,,city@samedaydoctor.co.uk,"
city@samedaydoctor.co.uk
",,,www.samedaydoctor.org,,,
600,samedaydoctor manchester,+44 161 827 7868,,,,,manchester@samedaydoctor.co.uk,"
manchester@samedaydoctor.co.uk
",,,questionnaire.heydoc.co.uk,,,
601,saunders pharmacy,+44 1753 863775,,,,,customerservices@fgsaunderspharmacy.co.uk,,,,fgsaunderspharmacy.co.uk,,,
602,scotnursing & medical services (snms),+44 141 255 1222,,,,,info@scotnursing.com,,,,scotnursing.com,,,
603,screen4,,+44 1226 730052,,,,covid19@screen4.org,"
covid19@screen4.org
",,,screen4.org,screen4.org ,,
604,sevenoaks gp t/a the private gp clinic,,+44 1732 835212,,,,info@theprivategpclinic.co.uk,"
info@theprivategpclinic.co.uk
",,,www.theprivategpclinic.co.uk,,,
605,shakib&neale limitd (107 harley street),+44 20 7935 8627,,,,,covidtesting@107harleystreet.co.uk,,,,harleystreetmaxillofacialclinic.com,,,
606,shantys pharmacy,+44 20 7247 2140,,,,,info@shantyspharmacy.com,"
info@shantyspharmacy.com
",,,shantyspharmacy.com,,,
607,sirkka networks limited,+44 330 088 1263,,,,,day2day8@sirkkaltd.com,"
day2day8@sirkkaltd.com
",,,www.sirkkanetworks.com,www.sirkkaltd.com,,
608,site lt,,+44 7398 230712,,,,covid@sitelt.co.uk,"
covid@sitelt.co.uk
",,,sitelt.co.uk,www.sitelt.co.uk,,
609,skc occupational health,+44 1235 606080,,,,,su@skcoccupationalhealth.org,,,,suchantry.com,,,
610,skc occupational health oxford,+44 1235 606080,,,,,su@skcoccupationalhealth.org,"
su@skcoccupationalhealth.org
",,,suchantry.com,,,
611,sloane square medical,+44 20 7730 8835,,,,,manager@sloanesquaremedical.org,"
manager@sloanesquaremedical.org
",,,www.sloanesquaremedical.org,,,
612,sloane street testing,+44 20 3879 0019,,,,,testingcentre@sloanestreetsurgery.co.uk,"
testingcentre@sloanestreetsurgery.co.uk
",,,www.sloanestreettesting.co.uk,,,
