,company_name,company_link,company_number,company_email
621,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com
622,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com
623,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com
624,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com
625,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com
626,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com
627,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com
628,blindspot global,blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com
629,randox laboratories,www.randoxhealth.com,+44 28 9442 2413,covidcustomersupport@randox.com
630,medicines online,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk
631,acethetix testing services,www.testingservices.online,+44 20 7193 3618,covid@testingservices.online
632,101 testing,101testing.co.uk,+44 20 3488 8434,info@101testing.co.uk
633,abicare health solutions ltd (riva health),abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk
634,chhp and ceritific,certific.chhp.com,+44 20 3989 8008,support.chhp@certific.co
635,expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com
636,everything genetic,everythinggeneticltd.co.uk,+44 1270 623179,info@everythinggeneticltd.co.uk
637,medical diagnosis,www.medical-diagnosis.net,+44 20 8830 0503,info@medical-diagnosis.co.uk
638,247hometesting,247hometesting.com,+44 20397683534,info@247hometesting.com
639,coronafocus by oncologica uk,covid19.oncologica.com,+44 1223 785327,test@covidprotected.co.uk
640,harveyrhys clinic,covidoc.co.uk,+44 330 124 6530,testing@covidoc.co.uk
641,medi-park clinic,www.mediparkclinic.uk,+44 20 8341 3185,info@mediparkclinic.uk
642,screen4,screen4.org ,+44 1226 730052,covid19@screen4.org
643,001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk
644,001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk
645,1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com
646,1rapid clinics,rapidclinics.co.uk,+44 20 3137 5047,info@1rapidclinics.co.uk
647,atlas medical services ltd,atlasmed.co.uk,+44 20 8798 2520,covidtesting@atlasmed.co.uk
648,live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk
649,masters pharmacy,pharmacyledclinic.co.uk,+44 121 270 6556,info@masterspharmacy.co.uk
650,nationwide pathology,nwp-online.co.uk,+44 1858 571322,covid@nationwidepathology.co.uk
651,nechells pharmacy and masters pharmacy,www.nechellspharmacy.co.uk,+44 121 314 3142,info@nechellspharmacy.co.uk
652,assured screening,www.assuredscreening.com,+44 800 135 7095,enquiries@assuredscreening.com
653,healthyaa clinic,healthyaa.co.uk,+44 116 467 0722,book@healthyaa.co.uk
654,iq doctor,www.iqdoctor.co.uk,+44 121 753 4928,help@iqdoctor.co.uk
655,10 harley linknurse clinic london,www.linknurse.co.uk,+44 20 3950 8134,10harley@linknurse.co.uk
656,biotherapy services,www.rapidcovidtesting.com,+44 20 7112 4964,info@rapidcovidtesting.org.uk
657,boots uk,www.boots.com,+44 345 121 2837,boots.customercare_team@boots.co.uk
658,citydoc medical,www.citydoc.org.uk,+44 20 3794 6697,support@citydoc.org.uk
659,expert medicals,www.expert-medicals.co.uk,+44 1274 905667,covid@expert-medicals.co.uk
660,rainbow labs,rainbowlabs.co.uk,+44 7442 795363,support@rainbowlabs.co.uk
661,rapid covid testing,www.rapidcovidtesting.org.uk,+44 20 7112 4964,info@rapidcovidtesting.org.uk
662,258 postal racoo screening ltd,www.258postal.com,+44 800 254 5201,258postaltesting@racoo.co.uk
663,collinson,www.collinsongroup.com,+44 1444 444140,consumerhelp@collinsongroup.com
664,labmedexpert,labmedexpert.com,+44 7460 818350,day2andday8@labmedexpert.co.uk
665,t consultants,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
666,001 covid test,www.001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk
667,1010labs,www.1010labs.co.uk,+44 113 466 0065,covenquiries@1010labs.co.uk
668,1010labs,www.1010labs.co.uk,+44 113 466 0065,covenquiries@1010labs.co.uk
669,covid smart limited,www.covidsmart.co.uk,+44 800 702 2145,hello@covidsmart.co.uk
670,fitnessgenes,coronavirus.fitnessgenes.com,+44 1869 255770,support@fitnessgenes.com
671,fitnessgenes,coronavirus.fitnessgenes.com,+44 1869 255770,support@fitnessgenes.com
672,fitnessgenes,coronavirus.fitnessgenes.com,+44 1869 255770,support@fitnessgenes.com
673,fitnessgenes,coronavirus.fitnessgenes.com,+44 1869 255770,support@fitnessgenes.com
674,medwyn occupational health,medwynoh.co.uk,+44 1306 873942,covid19@medwynoh.co.uk
675,outcome diagnostics,tests.medicspot.co.uk,+44 20 3637 6873,contact@outcome-diagnostics.co.uk
676,check my body health,checkmybodyhealth.co.uk,+44 1604 930250,covidteam@checkmybodyhealth.com
677,my private chemist,www.myprivatechemist.com,+44 20 3987 9202,info@myprivatechemist.com
678,nl clinic,www.nlclinic.co.uk,+44 7882 750772,info@nlclinic.co.uk
679,pharmasuite,www.pharmasuite.co.uk,+44 7935 809834,info@pharmasuite.co.uk
680,1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com
681,biogroup laboratory,biogroup-laboratory.co.uk,+44 20 4542 7774,traveltestpackage@biogroup-laboratory.co.uk
682,dna workplace,www.dnaworkplace.com,+44 20 3943 5777,travel@dnaworkplace.com
683,evolve medical,www.evolvemedical.co.uk,+44 113 873 0361,evolvecovid@outlook.com
684,heathrow medical services,www.heathrowmedical.com,+44 20 8528 2633,covidtests@heathrowmedical.com
685,london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,tests@londoncoronatestcentre.com
686,london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,tests@londoncoronatestcentre.com
687,london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,tests@londoncoronatestcentre.com
688,london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,tests@londoncoronatestcentre.com
689,pct healthcare,www.peakpharmacy.co.uk,+44 115 951 2092,pharmacy.online@pcthealthcare.com
690,your health first,your-health-first.webnode.co.uk,+44 845 163 0458,info@yourhealthfirstltd.com
691,brunswick hygiene,www.brunswickhygiene.com,+44 800 689 1481,info@brunswickhygiene.com
692,rapid pcr,www.rapidpcr.co.uk,+44 7907 028192,rapidpcrtest@hotmail.com
693,the health clinic by ar,www.healthclinicbyar.co.uk,+44 1422 730022,covid@healthclinicbyar.co.uk
694,church pharmacy,thechurchpharmacy.com,+44 333 577 4575,clinic@thechurchpharmacy.com
695,me360 testing services,www.me360testingservice.com,+44 7983 443737,me360testingservice@gmail.com
696,nomad travel,www.nomadtravel.co.uk,+44 1341 555061,orders@nomadtravel.co.uk
697,thechemistlive.co.uk,thechemistlive.com,+44 161 543 6622,admin@thechemistlive.co.uk
698,john bell & croyden,johnbellcroyden.co.uk,+44 20 7935 5555,pharmacy@johnbellcroyden.co.uk
699,mobihealth international,mobihealthconsultcovid19.mobihealthinternational.com,+44 333 224 6080,covid19@mobihealthinternational.com
700,rapiditydx,www.rapiditydx.com,+44 1602 262366,covidtesting@protein-technologies.com
701,synlab,humanmedicine.synlab.co.uk,+44 7341 088222,testtorelease@synlab.co.uk
702,advisa medica,www.covidtestingclinic.co.uk,+44 20 8953 9989,doctor@doctorjlevy.com
703,baseline medicine,www.baselinemedicine.co.uk,+44 7540 256296,info@baselinemedicine.co.uk
704,"cheltenham, worcester and west midlands travel clinics",raylanetravelclinics.co.uk,+44 330133412,covidtest@raylane.co.uk
705,expresstest by cignpost diagnostics,www.expresstest.co.uk,+44 20 3384 0000,info@expresstest.co.uk
706,i-gen testing,www.igentesting.co.uk,+44 333 577 1106,info@igentesting.co.uk
707,london medical laboratory,www.privatecoronavirustests.com,+44 20 7183 3718,info@londonmedicallaboratory.co.uk
708,barkerhouse pharmacy,barkerhousepharmacy.co.uk,+44 1282 612140,barkerhouse.pharmacy@nhs.net
709,blackburn travel clinic,blackburntravelclinic.co.uk,+44 1254 54988,blackburntravelclinic@gmail.com
710,c19 testing,www.c19testing.co.uk,+44 20 3920 9012,support@c19testing.co.uk
711,chb medical,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com
712,ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk
713,ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk
714,ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk
715,ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk
716,flow living medi-care services,www.flowmedicareservices.co.uk,+44 20 8781 6935,covidappointments@flowmedicareservices.co.uk
717,minton treharne & davies laboratories,shop.minton.group,+44 29 2054 0000,c19support@minton.group
718,newcastle premier health,www.nph-group.co.uk,+44 191 605 3140,testing@nph-group.co.uk
719,tp healthcare services,www.tphealthcareservices.com,+44 20 4542 4558,enquiries@tphealthcareservices.com
720,trio pharmacy,www.triopharmacy.co.uk,+44 1932 225900,triopharmacy1@gmail.com
721,accendolab limited,www.accendolab.co.uk,+44 330 133 3612,info@accendolab.co.uk
722,blue horizon medicals,bluehorizonbloodtests.co.uk,+44 800 999 1110,covid@bluehorizonmedicals.co.uk
723,cov19 care,www.cov19care.co.uk,+44 330 555 0005,info@cov19care.co.uk
724,dears pharmacy & travel clinic,dearspharmacy.co.uk,+44 1383 723571,info@dearspharmacy.co.uk
725,dears pharmacy & travel clinic,dearspharmacy.co.uk,+44 1383 723571,info@dearspharmacy.co.uk
726,future health technologies,futurehealthbiobank.com,+44 115 907 8610,covidsales@fhbb.com
727,g16 covid testing,www.coronatest.co.uk,+44 20 3991 6494,info@coronatest.co.uk
728,london screening street,londonscreeningcentre.cm,+44 20 7935 3626,asadrudin@yahoo.co.uk
729,north and north west london covid tests,www.covidtestslondon.com,+44 7809 164171,nanwlcovidtesting@gmail.com
730,travel centre,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com
731,uk event medics,www.ukeventmedicservices.co.uk,+44 1270 895177,info@ukeventmedics.net
732,fusion radiology,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
733,biograd diagnostic laboratories,www.biograd.co.uk,+44 151 482 9695,clinical@biograd.co.uk
734,elements medical,elements.org.uk,+44 1302 343432,covid-19travel@elements.org.uk
735,gpdq,www.gpdq.co.uk,+44 20 3805 1781,support@gpdq.co.uk
736,qured,qured.com,+44 20 3966 6924,support@qured.com
737,04 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
738,covid testing laboratories,www.covidtestinglaboratories.com,+44 333 242 0889,orders@covidtestinglaboratories.com
739,easy testing,www.easytests.co.uk,+44 7519 426288,easytestingltd@gmail.com
740,family medics,srfoundation.co.uk,+44 7483 172128,family.medics@srfoundation.co.uk
741,london covid testing,www.londoncovidtesting.com,+44 20 3488 8463,contact@londoncovidtesting.com
742,new street pharmacy,,+44 7940 916597,info@thetravelvaccineroom.co.uk
743,northend clinic,northendclinic.co.uk,+44 151 728 3155,enquiries@northendclinic.co.uk
744,northend clinic,northendclinic.co.uk,+44 151 728 3155,enquiries@northendclinic.co.uk
745,northend clinic,northendclinic.co.uk,+44 151 728 3155,enquiries@northendclinic.co.uk
746,northend clinic,northendclinic.co.uk,+44 151 728 3155,enquiries@northendclinic.co.uk
747,world travel clinic,www.thepharmshop.com,+44 1753 847663,hello@worldtravelclinic.co.uk
748,ambutech pre-hospital care,ambutech.co.uk,+44 161 505 1959,covid@ambutech.co.uk
749,candarin medical,candarinmedical.com,+44 7906 873581,sophia@candarinuk.com
750,global health travel clinic,www.globalhealthtravelclinic.co.uk,+44 1932 943002,info@globalhealthtravelclinic.co.uk
751,good egg medical,goodeggmedical.co.uk,+44 20 8125 7003,swab@goodeggmedical.co.uk
752,home2lab,home2lab.co.uk,+44 20 7117 2458,info@home2lab.co.uk
753,pulmonics,pulmonics.co.uk,+44 7517 057681,contact@pulmonics.co.uk
754,pyramid pharmacy,pyramidpharmacywoolwich.co.uk,+44 20 8317 1176,farah@pyramidpharmacy.co.uk
755,ramss,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
756,c & h esher ltd,www.centralpharmacyesher.com,+44 1372 46007,covidtestbookings@candhesher.com
757,better2know,www.better2know.co.uk,+44 20 7099 0955,info@better2know.com
758,af aesthetics (enoura medical),www.covidtesthub.co.uk,+44 20 7183 6465,info@covidtesthub.co.uk
759,avicenna health,www.avicenna-health.com,+44 20 8712 5565,covid@avicenna-health.com
760,centennial medical care,centennialmedical.co.uk,+44 20 3327 7777,info@centennialmedical.co.uk
761,clinicare uk,clinicare-uk.com,+44 7796 855535,info@clinicare-uk.com
762,concierge medical,conciergemedical.co.uk,+44 1451 600900,covid@conciergemedical.co.uk
763,global express travel health clinic,www.globalexpresstravelclinic.com,+44 7368 307175,infogethc@gmail.com
764,harley street nurses,www.harleystreetnurses.com,+44 20 7637 5511,covidtest@harleystreetnurses.com
765,harleys pharmacy,www.nhs.uk,+44 20 7589 8788,harleys.pharmacy1@nhs.net
766,linbury doctors,www.linburydoctors.co.uk,+44 333 050 7338,covid@linburydoctors.co.uk
767,local pcr,www.localpcr.com,+44 121 827 2723,info@localpcr.com
768,longridge travel health clinic,www.longridgetravelhealthclinic.com,+44 1772 439054,info@longridgetravelhealthclinic.com
769,myhealthcare clinic,myhealthcareclinic.com,+44 20 7129 8639,coronatesting@myhealthcareclinic.com
770,olive health & travel clinic,www.olivehealthandtravel.co.uk,+44 20 8550 2276,contact@olivehealthandtravel.co.uk
771,pexpo diagnostics,londontesting.co.uk,+44 20 3575 1209,day2day8@pexpo.co.uk
772,rightangled,www.rightangled.co,+44 20 3950 3394,info@rightangled.co
773,tuli health,tuli.health,+44 20 8067 6074,info@tuli.health
774,vanite clinic,www.vaniteclinic.com,+44 121 687 0025,info@vaniteclinic.com
775,xana medtec,www.xanamedtec.com,+44 161 974 6518,info@xanamedtec.com
776,zen healthcare,www.zenhealthcare.co.uk,+44 20 7225 1660,testing@zenhealthcare.co.uk
777,zoomdoc,zoomdoc.com,+44 20 7993 2292,info@zoomdoc.com
778,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
779,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
780,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
781,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
782,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
783,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
784,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
785,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
786,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
787,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
788,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
789,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
790,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
791,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
792,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
793,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk
794,medicspot,www.medicspot.co.uk,+44 20 3637 8398,tests@medicspot.co.uk
795,1 nhl pharmacy,www.getavaccine.co.uk,+44 7393 845321,esales@nhlpharmacy.co.uk
796,advisa medica,www.covidtestingclinic.co.uk,+44 20 8953 9989,info@covidtestingclinic.co.uk
797,first medical consultants,www.firstmc.co.uk,+44 1782 213214,info@firstmc.co.uk
798,healthwork,healthworkltd.com,+44 161 831 9701,testing@healthworkltd.com
799,ingleton pharmacy,www.ingletonpharmacy.com,+44 15242 41154,ingleton.pharmacy@nhs.net
800,the regenerative clinic,www.theregenerativeclinic.co.uk,+44 330 223 3332,diagnostics@theregenerativeclinic.co.uk
801,well pharmacy (bestway national chemists),shop.well.co.uk,+44 1782 597313,hello@well.co.uk
802,corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,info@1corporatecovidtests.com
803,kings medical centre,kingsmedicalcentre.london,+44 20 7723 7258,info@kingsmedicalcentre.london
804,doctap,doctap.co.uk,+44 20 7183 3254,covid19@doctap.co.uk
805,mildcare ltd,lincolnpharmacy.co.uk,+44 20 7538 0817,covid.mildcare@gmail.com
806,bansals pharmacy,www.bansalspharmacy.co.uk,+44 1702 587500,pharmacy.bansal@nhs.net
807,black and banton,www.blackandbanton.co.uk,+44 191 487 1040,covidteam@blackandbanton.co.uk
808,"dr wayne cottrell, private gp canary wharf",www.drwaynecottrell.com,+44 20 3197 9100,contact@drwaynecottrell.com
809,east midlands laser and cosmetic clinic ltd,emlcc.as.me,+44 7425 629538,eastmidlandslaser@btconnect.com
810,leigh broadway pharmacy (elm road),www.bansalspharmacy.co.uk,+44 1702 474414,leighpharmacy.elm@gmail.com
811,south west london covid-19 centre,www.swltest.com,+44 7930 192187,info@swltest.com
812,the walcote practice,thewalcotepractice.co.uk,+44 1962 828715,info@thewalcotepractice.co.uk
813,travel klinix,travelklinix.com,+44 24 7601 6519,info@travelklinix.com
814,100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk
815,caxton pharmacy,www.caxtonpharmacy.com,+44 20 8460 0377,info@caxtonpharmacy.com
816,medic testing,www.medictesting.com,+44 20 3936 4356,info@medictesting.com
817,coyne medical,coynemedical.com,+44 20 7731 3077,contact@coynemedical.com
818,mayfield clinic,www.mayfieldclinic.co.uk,+44 1865 423425,info@mayfieldclinic.co.uk
819,calder pharmacy & medspa clinic,www.medspa.co.uk,+44 20 7034 0156,info@medspa.co.uk
820,ghosh medical group,www.ghoshmedicalgroup.com,+44 333 200 3338,info@ghoshmedicalgroup.com
821,heart lung centre,heartlungcentre.com,+44 20 7034 3301,enquiries@heartlungcentre.com
822,moore medical practice,www.mooremedicalpractice.co.uk,+44 20 7349 1490,info@mooremedicalpractice.co.uk
823,private gp teddington,www.privategp.org,+44 20 3303 0326,covidtest@privategp.org
824,skc occupational health,suchantry.com,+44 1235 606080,su@skcoccupationalhealth.org
825,the london general practice,www.thelondongeneralpractice.com,+44 20 7935 1000,info@thelondongeneralpractice.com
826,westwood pharmacy,www.vaccinesfortravels.co.uk,+44 161 213 0394,shelemur.rahman@nhs.net
827,courtfield private practice,www.courtfieldpp.co.uk,+44 20 7373 3541,covidtesting@courtfieldpp.co.uk
828,29 fleet street ltd,fleetstreetclinic.com,+44 20 8175 8891,testandrelease@fleetstreetclinic.com
829,dr tim lebens,www.drlebens.com,+44 20 7483 5148,info@drlebens.com
830,msi clinics,www.msiclinics.com,+44 20 4522 9103,info@msiclinics.com
831,samedaydoctor,questionnaire.heydoc.co.uk,+44 20 7531 7120,canarywharf@samedaydoctor.co.uk
832,cosmebeaute,,+44 20 7935 1127,info@cosmebeaute.co.uk
833,knightsbridge pharmacy,www.knightsbridge-pharmacy.com,+44 20 3581 3383,hello@knightsbridge-pharmacy.com
834,knightsbridge pharmacy,www.knightsbridge-pharmacy.com,+44 20 3581 3383,hello@knightsbridge-pharmacy.com
835,knightsbridge pharmacy,www.knightsbridge-pharmacy.com,+44 20 3581 3383,hello@knightsbridge-pharmacy.com
836,knightsbridge pharmacy,www.knightsbridge-pharmacy.com,+44 20 3581 3383,hello@knightsbridge-pharmacy.com
837,coker chest clinic,www.chestclinic.co.uk,+44 7923 385054,info@chestclinic.co.uk
838,north devon travel clinic,www.northdevontravelclinic.co.uk,+44 1271 373346,covidtest@northdevontravelclinic.co.uk
839,cht,www.covidhometest.co,+44 20 3319 6469,contact@covidhometest.co
840,dr mo private clinic,www.drmoprivateclinic.co.uk,+44 7749 723669,hello@drmoprivateclinic.co.uk
841,mk18 private medical practice,www.mk18medical.com,+44 1280 460118,admin@mk18medical.com
842,the mayfair gp clinic,www.themayfairgp.com,+44 7568 369455,info@themayfairgp.com
843,biograd diagnostics,www.biograddiagnostics.co.uk,+44 151 482 9695,clinical@biograd.co.uk
844,rt diagnostics,www.rtdiagnostics.co.uk,+44 1422 416242,info@rtdiagnostics.co.uk
845,a hasu diagnostics,www.hasudiagnostics.com,+44 333 772 6254,enquiry@hasudiagnostics.com
846,caliber medical services,www.calibermedicalservices.co.uk,+44 7842 451207,martin@calibermedicalservices.co.uk
847,0044 covid test,0044covidtest.com,+44 20 3983 5043,hello@0044covidtest.com
848,brunswick hygiene ltd,www.brunswickhygiene.com,+44 800 689 1481,info@brunswickhygiene.com
849,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
850,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
851,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
852,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
853,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
854,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
855,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
856,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
857,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
858,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
859,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
860,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
861,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
862,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
863,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
864,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co
865,london screening centre,londonscreeningcentre.com,+44 20 7935 3626,asadrudin@yahoo.co.uk
866,citydoc medical limited,www.citydoc.org.uk,+44 20 3794 6697,support@citydoc.org.uk
867,premier clinic ltd,www.premier-clinic.co.uk,+44 1254 677341,info@premier-clinic.co.uk
868,your health first ltd,your-health-first.webnode.co.uk,+44 845 163 0458,info@yourhealthfirstltd.com
869,nivha laboratory services ltd.,nivhacovid.net,+44 330 223 6419,covid@nivha.net
870,rainbow labs,www.rainbowlabs.co.uk,+44 7436 055025,support@rainbow.co.uk
871,advisa medica,covidtestingclinic.co.uk,+44 20 8953 9989,doctor@doctorjlevy.com
872,coronafocus by oncologica uk ltd (t/a oncologica uk ltd),covid19.oncologica.com,+44 1223 785327,test@covidprotected.co.uk
873,js biomedical ltd,www.jsbiomedical.com,+44 20 3927 2772,admin@jsbiomedical.com
874,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
875,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
876,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
877,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
878,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
879,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
880,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
881,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
882,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
883,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
884,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
885,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
886,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
887,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
888,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
889,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,covidtestscentre@gmail.com
890,masters (uk) limited t/a nechells pharmacy and masters pharmacy,www.nechellspharmacy.co.uk,+44 121 314 3142,info@nechellspharmacy.co.uk
891,1st class testing,1stclasstesting.co.uk,+44 7552 251725,info@1stclasstesting.co.uk
892,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.com
893,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.com
894,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.com
895,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.com
896,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.com
897,claret diagnostics ltd,www.privatecovidtests.co.uk,+44 333 577 0939,customerservices@claretdiagnostics.com
898,flow living medi-care services,www.flowmedicareservices.co.uk,+44 208786935,covidappointments@flowmedicareservices.co.uk
899,tp healthcare services limited,www.tphealthcareservices.com,+44 20 4542 4558,enquiries@tphealthcareservices.com
900,halo verify,www.haloverify.com,+44 330904586,info@haloverify.com
901,worldwide travel health clinic,www.worldwidetravelhealth.co.uk,+44 1204 263040,info@worldwidetravelhealth.co.uk
902,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
903,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
904,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
905,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
906,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
907,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
908,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
909,fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com
910,midlands ultrasound and medical services,www.mums.me.uk,+44 121 704 2669,administrator@mums.me.uk
911,site lt,www.sitelt.co.uk,+44 7398 230712,covid@sitelt.co.uk
912,site lt,sitelt.co.uk,+44 7398 230712,covid@sitelt.co.uk
913,genesis support (t/a fit to fly uk),www.fittoflyuk.com,+44 1708 981993,customercare@fittoflyuk.com
914,protein technologies ltd t/a as rapiditydx,rapiditydx.com,+44 161 226 2366,covidtesting@protein-technologies.com
